primary_artist,Year,Title,artist_list,is_first_appearance,total_appearances,record_label,album_year,record_label_list,decade,is_major_label,No.,reappearance_count,sqrt_reappearance,reappears_after_first
luniz,1995,"""I Got 5 on It""","""luniz""",TRUE,1,Virgin Records,1995-07-04,Virgin Records,1990,FALSE,36,0,0,FALSE
mokenstef,1995,"""He's Mine""","""mokenstef""",TRUE,1,Century Park Records,1995-07-04,Century Park Records,1990,FALSE,40,0,0,FALSE
method man,1995,"""I'll Be There for You/You're All I Need to Get By""","[""method man"",""mary j. blige""]",TRUE,1,Def Jam Recordings,1995-04-25,Def Jam Recordings,1990,FALSE,42,0,0,FALSE
diana king,1995,"""Shy Guy""","""diana king""",TRUE,1,Work,1995-04-07,Work,1990,FALSE,43,0,0,FALSE
blackstreet,1995,"""Before I Let You Go""","""blackstreet""",TRUE,4,Interscope,1994-01-01,Interscope,1990,FALSE,46,3,1.7320508075688772,TRUE
4 p.m.,1995,"""Sukiyaki""","""4 p.m.""",TRUE,1,Island Mercury,1995-01-01,Island Mercury,1990,FALSE,48,0,0,FALSE
jamie walters,1995,"""Hold On""","""jamie walters""",TRUE,1,Island Records,1987-07-07,Island Records,1990,TRUE,52,0,0,FALSE
corona,1995,"""The Rhythm of the Night""","""corona""",TRUE,1,Warner Records UK,1994-01-01,Warner Records UK,1990,FALSE,54,0,0,FALSE
del amitri,1995,"""Roll to Me""","""del amitri""",TRUE,1,EMI,1995-01-01,EMI,1990,FALSE,55,0,0,FALSE
skee-lo,1995,"""I Wish""","""skee-lo""",TRUE,1,Altra Moda Music,1995-08-08,Altra Moda Music,1990,FALSE,58,0,0,FALSE
natalie merchant,1995,"""Carnival""","""natalie merchant""",TRUE,3,Elektra Records,1985-09-11,Elektra Records,1990,FALSE,60,2,1.4142135623730951,TRUE
take that,1995,"""Back for Good""","""take that""",TRUE,2,Sony Music CG,1995-05-08,Sony Music CG,1990,FALSE,62,1,1,TRUE
groove theory,1995,"""Tell Me""","""groove theory""",TRUE,2,Ruffhouse/Columbia,1994-02-01,Ruffhouse; Columbia,1990,FALSE,65,1,1,TRUE
total,1995,"""Can't You See""","[""total"",""the notorious b.i.g.""]",TRUE,5,"Tommy Boy Music, LLC",1995-01-01,"Tommy Boy Music, LLC",1990,FALSE,66,4,2,TRUE
subway,1995,"""This Lil' Game We Play""","[""subway"",""702""]",TRUE,1,Mercury Records,1995-01-24,Mercury Records,1990,FALSE,68,0,0,FALSE
junior m.a.f.i.a.,1995,"""Player's Anthem""","[""junior m.a.f.i.a."",""the notorious b.i.g.""]",TRUE,2,Bad Boy Records,1994-09-13,Bad Boy Records,1990,FALSE,72,1,1,TRUE
20 fingers,1995,"""Short Dick Man""","[""20 fingers"",""gillette""]",TRUE,1,RCA/Legacy,1995-10-24,RCA; Legacy,1990,TRUE,76,0,0,FALSE
annie lennox,1995,"""No More I Love You's""","""annie lennox""",TRUE,1,RCA Records Label,1983-11-14,RCA Records Label,1990,FALSE,78,0,0,FALSE
faith evans,1995,"""You Used to Love Me""","""faith evans""",TRUE,5,Bad Boy Records,1995,Bad Boy Records,1990,FALSE,79,4,2,TRUE
raphael saadiq,1995,"""Ask of You""","""raphael saadiq""",TRUE,1,Mercury Records,1994-01-01,Mercury Records,1990,FALSE,83,0,0,FALSE
az,1995,"""Sugar Hill""","""az""",TRUE,1,EMI Catalogue,1995-10-10,EMI Catalogue,1990,FALSE,84,0,0,FALSE
better than ezra,1995,"""Good""","""better than ezra""",TRUE,1,Columbia,1965-08-30,Columbia,1990,FALSE,85,0,0,FALSE
d'angelo,1995,"""Brown Sugar""","""d'angelo""",TRUE,2,Virgin Records,1995-07-03,Virgin Records,1990,FALSE,86,1,1,TRUE
bone thugs-n-harmony,1995,"""1st of tha Month""","""bone thugs-n-harmony""",TRUE,4,Ruthless Records,1995-07-25,Ruthless Records,1990,FALSE,89,3,1.7320508075688772,TRUE
rednex,1995,"""Cotton Eye Joe""","""rednex""",TRUE,1,Muunshine Muusic,1994-08-12,Muunshine Muusic,1990,FALSE,93,0,0,FALSE
n ii u,1995,"""I Miss You""","""n ii u""",TRUE,1,Deutsche Grammophon (DG),1997-01-01,Deutsche Grammophon (DG),1990,FALSE,96,0,0,FALSE
los del río,1996,"""Macarena (Bayside Boys Mix)""","""los del río""",TRUE,3,RCA Records Label,1996-04-29,RCA Records Label,1990,FALSE,1,2,1.4142135623730951,TRUE
the tony rich project,1996,"""Nobody Knows""","""the tony rich project""",TRUE,1,Arista/LaFace Records,1996-01-16,Arista; LaFace Records,1990,TRUE,4,0,0,FALSE
donna lewis,1996,"""I Love You Always Forever""","""donna lewis""",TRUE,2,Atlantic Records,1996-04-16,Atlantic Records,1990,FALSE,8,1,1,TRUE
quad city dj's,1996,"""C'mon N' Ride It (The Train)""","""quad city dj's""",TRUE,1,Big Beat Records/Atlantic,1996-06-18,Big Beat Records; Atlantic,1990,FALSE,11,0,0,FALSE
everything but the girl,1996,"""Missing""","""everything but the girl""",TRUE,1,Chrysalis Records,1994-06-13,Chrysalis Records,1990,FALSE,12,0,0,FALSE
alanis morissette,1996,"""Ironic""","""alanis morissette""",TRUE,3,Rhino/Maverick Records,1995,Rhino; Maverick Records,1990,TRUE,13,2,1.4142135623730951,TRUE
jann arden,1996,"""Insensitive""","""jann arden""",TRUE,1,Universal Music Canada,1994-01-01,Universal Music Canada,1990,FALSE,22,0,0,FALSE
la bouche,1996,"""Be My Lover""","""la bouche""",TRUE,2,MCI,1995-03-11,MCI,1990,FALSE,23,1,1,TRUE
goo goo dolls,1996,"""Name""","""goo goo dolls""",TRUE,6,Warner Records,1995,Warner Records,1990,FALSE,24,5,2.23606797749979,TRUE
jewel,1996,"""Who Will Save Your Soul""","""jewel""",TRUE,6,RAL,1994-01-01,RAL,1990,FALSE,25,5,2.23606797749979,TRUE
no mercy,1996,"""Where Do You Go""","""no mercy""",TRUE,2,MCI,1996-10-05,MCI,1990,FALSE,26,1,1,TRUE
dishwalla,1996,"""Counting Blue Cars""","""dishwalla""",TRUE,1,A&M,1995-01-01,A&M,1990,TRUE,28,0,0,FALSE
joan osborne,1996,"""One of Us""","""joan osborne""",TRUE,1,Island Mercury,1995-01-01,Island Mercury,1990,FALSE,30,0,0,FALSE
112,1996,"""Only You""","[""112"",""the notorious b.i.g.""]",TRUE,6,Rhino Atlantic,1996-06-27,Rhino Atlantic,1990,FALSE,34,5,2.23606797749979,TRUE
deep blue something,1996,"""Breakfast at Tiffany's""","""deep blue something""",TRUE,1,RCA Records Label,1961-10-19,RCA Records Label,1990,FALSE,39,0,0,FALSE
3t,1996,"""Anything""","""3t""",TRUE,1,MJJ Music/550 Music/Epic,1995-10-01,MJJ Music; 550 Music; Epic,1990,FALSE,43,0,0,FALSE
the smashing pumpkins,1996,"""1979""","""the smashing pumpkins""",TRUE,1,Virgin Records,1995,Virgin Records,1990,FALSE,44,0,0,FALSE
az yet,1996,"""Last Night""","""az yet""",TRUE,3,Arista/LaFace Records,1996-10-27,Arista; LaFace Records,1990,TRUE,52,2,1.4142135623730951,TRUE
merril bainbridge,1996,"""Mouth""","""merril bainbridge""",TRUE,2,Sony Music Entertainment,1994-10-24,Sony Music Entertainment,1990,TRUE,53,1,1,TRUE
joe,1996,"""All the Things (Your Man Won't Do)""","""joe""",TRUE,4,Jive,1997-09-23,Jive,1990,FALSE,55,3,1.7320508075688772,TRUE
oasis,1996,"""Wonderwall""","""oasis""",TRUE,1,Big Brother Recordings Ltd,1995,Big Brother Recordings Ltd,1990,FALSE,56,0,0,FALSE
busta rhymes,1996,"""Woo Hah!! Got You All in Check"" / ""Everything Remains Raw""","""busta rhymes""",TRUE,7,Rhino/Elektra,1996,Rhino; Elektra,1990,TRUE,57,6,2.449489742783178,TRUE
outkast,1996,"""Elevators (Me & You)""","""outkast""",TRUE,7,Arista/LaFace Records,1996-08-27,Arista; LaFace Records,1990,TRUE,59,6,2.449489742783178,TRUE
case,1996,"""Touch Me, Tease Me""","[""case"",""foxy brown""]",TRUE,4,Def Jam Recordings,1996-01-01,Def Jam Recordings,1990,FALSE,63,3,1.7320508075688772,TRUE
robert miles,1996,"""Children""","""robert miles""",TRUE,1,WM UK,1985,WM UK,1990,FALSE,65,0,0,FALSE
adam clayton,1996,"""Theme from Mission: Impossible""","[""adam clayton"",""larry mullen""]",TRUE,1,Arista,1990-04-01,Arista,1990,TRUE,66,0,0,FALSE
bodeans,1996,"""Closer to Free""","""bodeans""",TRUE,1,Island Mercury,1977-09-01,Island Mercury,1990,FALSE,67,0,0,FALSE
no doubt,1996,"""Just a Girl""","""no doubt""",TRUE,6,Trauma,1995-10-10,Trauma,1990,FALSE,68,5,2.23606797749979,TRUE
ginuwine,1996,"""Pony""","""ginuwine""",TRUE,7,550 Music - Epic,1996-10-08,550 Music - Epic,1990,FALSE,72,6,2.449489742783178,TRUE
mc lyte,1996,"""Keep On, Keepin' On""","[""mc lyte"",""xscape""]",TRUE,2,Virgin,1989-01-01,Virgin,1990,FALSE,77,1,1,TRUE
deborah cox,1996,"""Who Do U Love""","""deborah cox""",TRUE,3,Legacy Recordings,1995,Legacy Recordings,1990,FALSE,80,2,1.4142135623730951,TRUE
amber,1996,"""This Is Your Night""","""amber""",TRUE,1,"Tommy Boy Music, LLC",1996-11-26,"Tommy Boy Music, LLC",1990,FALSE,82,0,0,FALSE
planet soul,1996,"""Set U Free""","""planet soul""",TRUE,1,Strictly Rhythm Records,1995-01-01,Strictly Rhythm Records,1990,FALSE,85,0,0,FALSE
ghost town dj's,1996,"""My Boo""","""ghost town dj's""",TRUE,1,Columbia,1996-03-26,Columbia,1990,FALSE,88,0,0,FALSE
do or die,1996,"""Po Pimp""","[""do or die"",""twista""]",TRUE,1,Rap-A-Lot Records,1996,Rap-A-Lot Records,1990,FALSE,91,0,0,FALSE
metallica,1996,"""Until It Sleeps""","""metallica""",TRUE,1,Blackened Recordings,1986-03-03,Blackened Recordings,1990,FALSE,92,0,0,FALSE
crucial conflict,1996,"""Hay""","""crucial conflict""",TRUE,1,Universal Music,1996-01-01,Universal Music,1990,FALSE,93,0,0,FALSE
pearl jam,1996,"""I Got Id"" / ""Long Road""","""pearl jam""",TRUE,2,Orange Leisure,2010-08-23,Orange Leisure,1990,FALSE,96,1,1,TRUE
puff daddy,1997,"""I'll Be Missing You""","[""puff daddy"",""faith evans"",""112""]",TRUE,6,Rhino Atlantic,1997,Rhino Atlantic,1990,FALSE,3,5,2.23606797749979,TRUE
mark morrison,1997,"""Return of the Mack""","""mark morrison""",TRUE,1,WM UK,1996-04-22,WM UK,1990,FALSE,8,0,0,FALSE
leann rimes,1997,"""How Do I Live""","""leann rimes""",TRUE,5,Curb Records,1997-09-09,Curb Records,1990,FALSE,9,4,2,TRUE
spice girls,1997,"""Wannabe""","""spice girls""",TRUE,5,Virgin Records,1996-01-01,Virgin Records,1990,FALSE,10,4,2,TRUE
backstreet boys,1997,"""Quit Playing Games (With My Heart)""","""backstreet boys""",TRUE,7,Jive,1996,Jive,1990,FALSE,11,6,2.449489742783178,TRUE
hanson,1997,"""MMMBop""","""hanson""",TRUE,2,Island Mercury,1997-01-01,Island Mercury,1990,FALSE,12,1,1,TRUE
usher,1997,"""You Make Me Wanna...""","""usher""",TRUE,25,Arista/LaFace Records,1997-09-16,Arista; LaFace Records,1990,TRUE,14,24,4.898979485566356,TRUE
meredith brooks,1997,"""Bitch""","""meredith brooks""",TRUE,1,Capitol Records,1997-01-01,Capitol Records,1990,FALSE,15,0,0,FALSE
third eye blind,1997,"""Semi-Charmed Life""","""third eye blind""",TRUE,5,Rhino/Elektra,1997-04-08,Rhino; Elektra,1990,TRUE,17,4,2,TRUE
duncan sheik,1997,"""Barely Breathing""","""duncan sheik""",TRUE,1,Rhino Atlantic,1996,Rhino Atlantic,1990,FALSE,18,0,0,FALSE
the verve pipe,1997,"""The Freshmen""","""the verve pipe""",TRUE,1,RCA Records Label,1996-03-25,RCA Records Label,1990,FALSE,21,0,0,FALSE
savage garden,1997,"""I Want You""","""savage garden""",TRUE,4,Sony Music Entertainment,1997,Sony Music Entertainment,1990,TRUE,22,3,1.7320508075688772,TRUE
rome,1997,"""I Belong to You (Every Time I See Your Face)""","""rome""",TRUE,1,RCA Records Label,1997,RCA Records Label,1990,FALSE,24,0,0,FALSE
dru hill,1997,"""In My Bed""","""dru hill""",TRUE,5,Island Records,1996-11-19,Island Records,1990,TRUE,27,4,2,TRUE
robyn,1997,"""Do You Know (What It Takes)""","""robyn""",TRUE,2,RCA Records Label,1995-10-13,RCA Records Label,1990,FALSE,29,1,1,TRUE
freak nasty,1997,"""Da' Dip""","""freak nasty""",TRUE,1,Elektra Records,1993-11-16,Elektra Records,1990,FALSE,34,0,0,FALSE
sister hazel,1997,"""All for You""","""sister hazel""",TRUE,2,Universal Records,1997-01-01,Universal Records,1990,FALSE,36,1,1,TRUE
paula cole,1997,"""Where Have All the Cowboys Gone?""","""paula cole""",TRUE,2,Virgin Records,1988-01-01,Virgin Records,1990,FALSE,38,1,1,TRUE
shawn colvin,1997,"""Sunny Came Home""","""shawn colvin""",TRUE,1,Columbia,1996-09-30,Columbia,1990,FALSE,39,0,0,FALSE
gina g,1997,"""Ooh Aah... Just a Little Bit""","""gina g""",TRUE,1,Rhino/Warner Records,1996-01-01,Rhino; Warner Records,1990,TRUE,41,0,0,FALSE
allure,1997,"""All Cried Out""","[""allure"",""112""]",TRUE,2,Epic/Legacy,1997-02-01,Epic; Legacy,1990,TRUE,43,1,1,TRUE
98 degrees,1997,"""Invisible Man""","""98 degrees""",TRUE,6,Elektra Records,1995-02-21,Elektra Records,1990,FALSE,45,5,2.23606797749979,TRUE
lil' kim,1997,"""Not Tonight""","[""lil' kim"",""da brat"",""left eye"",""missy elliott"",""angie martinez""]",TRUE,4,Rhino Atlantic,1996,Rhino Atlantic,1990,FALSE,46,3,1.7320508075688772,TRUE
702,1997,"""Get It Together""","""702""",TRUE,2,Qwest Records IGA,1991-01-01,Qwest Records IGA,1990,FALSE,48,1,1,TRUE
somethin' for the people,1997,"""My Love Is the Shhh!""","[""somethin' for the people"",""trina"",""tamara""]",TRUE,2,Warner Records,1997-09-12,Warner Records,1990,FALSE,51,1,1,TRUE
foxy brown,1997,"""I'll Be""","[""foxy brown"",""jay-z""]",TRUE,1,RAL (Rush Associated Label),1996-01-01,RAL (Rush Associated Label),1990,FALSE,54,0,0,FALSE
magoo,1997,"""Up Jumps da Boogie""","[""magoo"",""timbaland""]",TRUE,1,Blackground Records,1997-11-11,Blackground Records,1990,FALSE,58,0,0,FALSE
sarah mclachlan,1997,"""Building a Mystery""","""sarah mclachlan""",TRUE,4,Arista,1997-09-01,Arista,1990,TRUE,63,3,1.7320508075688772,TRUE
white town,1997,"""Your Woman""","""white town""",TRUE,1,Echo,1997-02-24,Echo,1990,FALSE,65,0,0,FALSE
b-rock and the bizz,1997,"""My Baby Daddy""","""b-rock and the bizz""",TRUE,1,Go Legal Enterprise,2019-05-31,Go Legal Enterprise,1990,FALSE,68,0,0,FALSE
chumbawamba,1997,"""Tubthumping""","""chumbawamba""",TRUE,2,EMI,1997-09-01,EMI,1990,FALSE,69,1,1,TRUE
various artists,1997,"""ESPN Presents The Jock Jam""","""various artists""",TRUE,1,Warlock Records,1988,Warlock Records,1990,FALSE,72,0,0,FALSE
scarface,1997,"""Smile""","[""scarface"",""2pac"",""johnny p.""]",TRUE,1,Rap-A-Lot Records,1997,Rap-A-Lot Records,1990,FALSE,75,0,0,FALSE
luscious jackson,1997,"""Naked Eye""","""luscious jackson""",TRUE,1,Capitol Records,1996-01-01,Capitol Records,1990,FALSE,81,0,0,FALSE
erykah badu,1997,"""On & On""","""erykah badu""",TRUE,3,Universal Records,1997-01-01,Universal Records,1990,FALSE,83,2,1.4142135623730951,TRUE
next,1997,"""Butta Love""","""next""",TRUE,5,Geffen*,1989-01-01,Geffen*,1990,FALSE,91,4,2,TRUE
mr. president,1997,"""Coco Jamboo""","""mr. president""",TRUE,1,MACC Media Accounting GmbH,1996-03-29,MACC Media Accounting GmbH,1990,FALSE,92,0,0,FALSE
aqua,1997,"""Barbie Girl""","""aqua""",TRUE,1,Universal Music A/S,1997-01-01,Universal Music A; S,1990,FALSE,94,0,0,FALSE
dj kool,1997,"""Let Me Clear My Throat""","""dj kool""",TRUE,1,American Recordings Catalog P&D,1996-01-01,American Recordings Catalog P&D,1990,FALSE,96,0,0,FALSE
the blackout all-stars,1997,"""I Like It""","""the blackout all-stars""",TRUE,1,UNI/MOTOWN,1982-04-28,UNI; MOTOWN,1990,FALSE,97,0,0,FALSE
ray j,1997,"""Let It Go""","""ray j""",TRUE,3,EastWest America,1996-09-24,EastWest America,1990,FALSE,100,2,1.4142135623730951,TRUE
shania twain,1998,"""You're Still the One""","""shania twain""",TRUE,5,Mercury Nashville,1997,Mercury Nashville,1990,FALSE,3,4,2,TRUE
janet,1998,"""Together Again""","""janet""",TRUE,2,A&M,1989-09-19,A&M,1990,TRUE,6,1,1,TRUE
k-ci,1998,"""All My Life""","[""k-ci"",""jojo""]",TRUE,3,Geffen*,1997-01-01,Geffen*,1990,FALSE,7,2,1.4142135623730951,TRUE
destiny's child,1998,"""No, No, No""","""destiny's child""",TRUE,12,Columbia,1998-02-17,Columbia,1990,FALSE,12,11,3.3166247903554,TRUE
will smith,1998,"""Gettin' Jiggy wit It""","""will smith""",TRUE,4,Columbia,1997-10-03,Columbia,1990,FALSE,14,3,1.7320508075688772,TRUE
jennifer paige,1998,"""Crush""","""jennifer paige""",TRUE,1,Hollywood Records,1998-01-01,Hollywood Records,1990,FALSE,21,0,0,FALSE
public announcement,1998,"""Body Bumpin' (Yippie-Yi-Yo)""","""public announcement""",TRUE,1,A&M,1998-01-01,A&M,1990,TRUE,24,0,0,FALSE
faith hill,1998,"""This Kiss""","""faith hill""",TRUE,6,Warner Records/Nashville,1998-04-10,Warner Records; Nashville,1990,FALSE,25,5,2.23606797749979,TRUE
uncle sam,1998,"""I Don't Ever Want to See You Again""","""uncle sam""",TRUE,1,Stonecreek/Epic,1997-04-29,Stonecreek; Epic,1990,FALSE,26,0,0,FALSE
marcy playground,1998,"""Sex and Candy""","""marcy playground""",TRUE,1,Mighty Slim,1997-02-25,Mighty Slim,1990,FALSE,28,0,0,FALSE
mase,1998,"""What You Want""","[""mase"",""total""]",TRUE,3,Bad Boy Records,1996-08-27,Bad Boy Records,1990,FALSE,31,2,1.4142135623730951,TRUE
wyclef jean,1998,"""Gone till November""","""wyclef jean""",TRUE,2,Legacy Recordings,1997-01-01,Legacy Recordings,1990,FALSE,33,1,1,TRUE
lsg,1998,"""My Body""","""lsg""",TRUE,1,EastWest,1997-10-31,EastWest,1990,FALSE,34,0,0,FALSE
lord tariq,1998,"""Deja Vu (Uptown Baby)""","[""lord tariq"",""peter gunz""]",TRUE,1,Columbia,1998-06-02,Columbia,1990,FALSE,36,0,0,FALSE
nsync,1998,"""I Want You Back""","""nsync""",TRUE,8,Northwestside Records,1997,Northwestside Records,1990,FALSE,37,7,2.6457513110645907,TRUE
five,1998,"""When the Lights Go Out""","""five""",TRUE,1,RCA Records Label,1998-06-09,RCA Records Label,1990,FALSE,38,0,0,FALSE
master p,1998,"""Make 'Em Say Uhh!""","[""master p"",""fiend"",""silkk the shocker"",""mia"",""and mystikal""]",TRUE,2,Priority Records,1996,Priority Records,1990,FALSE,40,1,1,TRUE
nicole,1998,"""Make It Hot""","[""nicole"",""missy elliott"",""mocha""]",TRUE,1,EastWest,1998-08-14,EastWest,1990,FALSE,41,0,0,FALSE
all saints,1998,"""Never Ever""","""all saints""",TRUE,1,Rounder,1992-08-25,Rounder,1990,FALSE,42,0,0,FALSE
voices of theory,1998,"""Say It""","""voices of theory""",TRUE,1,H.O.L.A.,1998,H.O.L.A.,1990,FALSE,45,0,0,FALSE
billie myers,1998,"""Kiss the Rain""","""billie myers""",TRUE,1,Universal Records,1997-01-01,Universal Records,1990,FALSE,46,0,0,FALSE
sylk-e. fyne,1998,"""Romeo and Juliet""","[""sylk-e. fyne"",""chill""]",TRUE,1,Ruffhouse/Columbia,1998-08-25,Ruffhouse; Columbia,1990,FALSE,48,0,0,FALSE
mýa,1998,"""It's All About Me""","[""mýa"",""sisqo""]",TRUE,4,Interscope,1998-01-01,Interscope,1990,FALSE,49,3,1.7320508075688772,TRUE
barenaked ladies,1998,"""One Week""","""barenaked ladies""",TRUE,1,Sire/Warner Records,1992-07-28,Sire; Warner Records,1990,FALSE,51,0,0,FALSE
k. p.,1998,"""Swing My Way""","[""k. p."",""envyi""]",TRUE,1,UNI/MOTOWN,1994-01-01,UNI; MOTOWN,1990,FALSE,52,0,0,FALSE
tatyana ali,1998,"""Daydreamin'""","""tatyana ali""",TRUE,1,MJJ/Epic,1998-10-23,MJJ; Epic,1990,FALSE,55,0,0,FALSE
divine,1998,"""Lately""","""divine""",TRUE,2,Big Eye Music,2009-01-01,Big Eye Music,1990,FALSE,61,1,1,TRUE
inoj,1998,"""Time After Time""","""inoj""",TRUE,2,So So Def,1998-01-01,So So Def,1990,FALSE,64,1,1,TRUE
jimmy ray,1998,"""Are You Jimmy Ray?""","""jimmy ray""",TRUE,1,Music and Arts Programs of America,1954-02-08,Music and Arts Programs of America,1990,FALSE,65,0,0,FALSE
pras michel,1998,"""Ghetto Supastar (That Is What You Are)""","[""pras michel"",""ol' dirty bastard"",""mýa""]",TRUE,1,Interscope,1998-01-01,Interscope,1990,FALSE,70,0,0,FALSE
kelly price,1998,"""Friend of Mine""","""kelly price""",TRUE,1,Def Jam Recordings,1998-01-01,Def Jam Recordings,1990,FALSE,72,0,0,FALSE
edwin mccain,1998,"""I'll Be""","""edwin mccain""",TRUE,1,Rhino Atlantic,1997,Rhino Atlantic,1990,FALSE,74,0,0,FALSE
monifah,1998,"""Touch It""","""monifah""",TRUE,1,Def Jam Recordings,1996-01-01,Def Jam Recordings,1990,FALSE,77,0,0,FALSE
the lox,1998,"""Money, Power & Respect""","[""the lox"",""dmx"",""lil' kim""]",TRUE,1,Bad Boy Records,1998-01-13,Bad Boy Records,1990,FALSE,78,0,0,FALSE
the verve,1998,"""Bitter Sweet Symphony""","""the verve""",TRUE,1,UMC (Universal Music Catalogue),1997-09-29,UMC (Universal Music Catalogue),1990,FALSE,79,0,0,FALSE
loreena mckennitt,1998,"""The Mummers' Dance""","""loreena mckennitt""",TRUE,1,Verve Reissues,1978-01-01,Verve Reissues,1990,FALSE,83,0,0,FALSE
big punisher,1998,"""Still Not a Player""","[""big punisher"",""joe""]",TRUE,1,LOUD Records,1998-04-28,LOUD Records,1990,FALSE,85,0,0,FALSE
luke,1998,"""Raise the Roof""","[""luke"",""no good but so good""]",TRUE,1,Luke Records,1997,Luke Records,1990,FALSE,90,0,0,FALSE
nu flavor,1998,"""Heaven""","""nu flavor""",TRUE,1,Rhino/Warner Records,1997,Rhino; Warner Records,1990,TRUE,91,0,0,FALSE
jd,1998,"""The Party Continues""","[""jd"",""da brat""]",TRUE,1,The Source,2002-01-01,The Source,1990,FALSE,92,0,0,FALSE
missy elliott,1998,"""Sock It 2 Me""","[""missy elliott"",""da brat""]",TRUE,8,Atlantic Records/ATG,1997,Atlantic Records; ATG,1990,FALSE,93,7,2.6457513110645907,TRUE
gerald levert,1998,"""Thinkin' Bout It""","""gerald levert""",TRUE,1,Feel Good Entertainment,1998-01-01,Feel Good Entertainment,1990,FALSE,98,0,0,FALSE
tq,1998,"""Westside""","""tq""",TRUE,1,Epic,1998-11-03,Epic,1990,FALSE,100,0,0,FALSE
britney spears,1999,"""...Baby One More Time""","""britney spears""",TRUE,16,Jive,1999-01-12,Jive,1990,FALSE,5,15,3.872983346207417,TRUE
sixpence none the richer,1999,"""Kiss Me""","""sixpence none the richer""",TRUE,1,Word Entertainment,1997-11-22,Word Entertainment,1990,FALSE,6,0,0,FALSE
christina aguilera,1999,"""Genie in a Bottle""","""christina aguilera""",TRUE,9,RCA Records Label,1999,RCA Records Label,1990,FALSE,7,8,2.8284271247461903,TRUE
sugar ray,1999,"""Every Morning""","""sugar ray""",TRUE,3,Rhino/Elektra,1997-04-08,Rhino; Elektra,1990,TRUE,8,2,1.4142135623730951,TRUE
ricky martin,1999,"""Livin' la Vida Loca""","""ricky martin""",TRUE,3,C2Records/Columbia,1999,C2Records; Columbia,1990,FALSE,10,2,1.4142135623730951,TRUE
jennifer lopez,1999,"""If You Had My Love""","""jennifer lopez""",TRUE,11,Work,1999-05-04,Work,1990,FALSE,12,10,3.1622776601683795,TRUE
smash mouth,1999,"""All Star""","""smash mouth""",TRUE,2,Interscope,1999-06-08,Interscope,1990,FALSE,17,1,1,TRUE
eagle-eye cherry,1999,"""Save Tonight""","""eagle-eye cherry""",TRUE,1,Geffen,1998-01-01,Geffen,1990,FALSE,22,0,0,FALSE
maxwell,1999,"""Fortunate""","""maxwell""",TRUE,2,Columbia,1999-03-03,Columbia,1990,FALSE,24,1,1,TRUE
enrique iglesias,1999,"""Bailamos""","""enrique iglesias""",TRUE,8,Interscope,1999-11-23,Interscope,1990,FALSE,26,7,2.6457513110645907,TRUE
everlast,1999,"""What It's Like""","""everlast""",TRUE,1,"Tommy Boy Music, LLC",1998-09-08,"Tommy Boy Music, LLC",1990,FALSE,28,0,0,FALSE
lfo,1999,"""Summer Girls""","""lfo""",TRUE,2,Arista,1999-08-10,Arista,1990,TRUE,38,1,1,TRUE
jay-z,1999,"""Can I Get A...""","[""jay-z"",""amil"",""ja rule""]",TRUE,16,Roc Nation / Jay-Z,1998-01-01,Roc Nation; Jay-Z,1990,FALSE,39,15,3.872983346207417,TRUE
