primary_artist,Year,Title,record_label,album_year,decade,is_major_label,reappears_after_first
brian mcknight,2000,"""Back at One""",Columbia/Sony Music Soundtrax,1999-08-17,2000,FALSE,TRUE
nsync,2000,"""Bye Bye Bye""",Jive,2000-03-21,2000,TRUE,TRUE
marc anthony,2000,"""You Sang to Me""",Columbia,1999-09-28,2000,FALSE,TRUE
marc anthony,2000,"""I Need to Know""",Columbia,1999-09-14,2000,FALSE,TRUE
montell jordan,2000,"""Get It On Tonite""",RAL (Rush Associated Label),1995-01-01,2000,FALSE,TRUE
sisqó,2000,"""Incomplete""",Def Jam Recordings,1999-01-01,2000,TRUE,FALSE
macy gray,2000,"""I Try""",Epic,1999-07-03,2000,TRUE,FALSE
nsync,2000,"""It's Gonna Be Me""",Jive,2000-03-21,2000,TRUE,TRUE
celine dion,2000,"""That's the Way It Is""",Epic/550 Music,1999-11-12,2000,TRUE,TRUE
nelly,2000,"""Country Grammar (Hot Shit)""",Universal Records,2000-01-01,2000,FALSE,TRUE
blaque,2000,"""Bring It All to Me""",A&M,1989-09-19,2000,FALSE,TRUE
backstreet boys,2000,"""Show Me the Meaning of Being Lonely""",Jive,1996,2000,TRUE,TRUE
missy elliott,2000,"""Hot Boyz""",Atlantic Records/ATG,1999,2000,TRUE,TRUE
bbmak,2000,"""Back Here""",Hollywood Records,2000-01-01,2000,FALSE,FALSE
sonique,2000,"""It Feels So Good""",Altra Moda Music,2000-08-24,2000,FALSE,FALSE
nine days,2000,"""Absolutely (Story of a Girl)""",Epic/550 Music,2000-05-16,2000,TRUE,FALSE
creed,2000,"""With Arms Wide Open""",The Bicycle Music Company,1999-01-01,2000,FALSE,TRUE
enrique iglesias,2000,"""Be with You""",Interscope,1999-11-23,2000,FALSE,TRUE
christina aguilera,2000,"""Come On Over Baby (All I Want Is You)""",RCA Records Label,1999,2000,FALSE,TRUE
ruff endz,2000,"""No More""",Def Jam Recordings,1998-05-01,2000,TRUE,FALSE
blink-182,2000,"""All the Small Things""",Geffen,1999-06-01,2000,TRUE,FALSE
faith hill,2000,"""The Way You Love Me""",Interscope,1993-02-16,2000,FALSE,TRUE
christina aguilera,2000,"""I Turn to You""",RCA Records Label,1999,2000,FALSE,TRUE
third eye blind,2000,"""Never Let You Go""",Rhino/Elektra,1997-04-08,2000,FALSE,TRUE
leann rimes,2000,"""I Need You""",Curb Records,2001-01-30,2000,FALSE,TRUE
mariah carey,2000,"""Thank God I Found You""",Columbia,1999-11-02,2000,FALSE,TRUE
jagged edge,2000,"""Let's Get Married""",So So Def,2000-01-18,2000,FALSE,TRUE
whitney houston,2000,"""My Love Is Your Love""",Arista,1992-11-17,2000,FALSE,TRUE
smash mouth,2000,"""Then the Morning Comes""",Interscope,1999-06-08,2000,FALSE,TRUE
eiffel 65,2000,"""Blue (Da Ba Dee)""",Hits Only,1998-11-11,2000,FALSE,FALSE
sting,2000,"""Desert Rose""",A&M,1999-01-01,2000,FALSE,TRUE
eminem,2000,"""The Real Slim Shady""",Interscope,2000-05-23,2000,FALSE,TRUE
pink,2000,"""Most Girls""",Rhino Atlantic,1997-03-04,2000,FALSE,TRUE
next,2000,"""Wifey""",Arista/Legacy,2000-01-01,2000,FALSE,TRUE
everclear,2000,"""Wonderful""",Capitol Records,2000-01-01,2000,FALSE,FALSE
britney spears,2000,"""Oops!... I Did It Again""",Jive,2000-05-16,2000,TRUE,TRUE
jessica simpson,2000,"""I Wanna Love You Forever""",Mercury Records,1985-01-01,2000,FALSE,TRUE
98 degrees,2000,"""Give Me Just One Night (Una Noche)""",Fania,1971-01-01,2000,FALSE,TRUE
filter,2000,"""Take a Picture""",Craft Recordings,1999-08-24,2000,FALSE,FALSE
red hot chili peppers,2000,"""Otherside""",Warner Records,1999-06-08,2000,FALSE,TRUE
jay-z,2000,"""Big Pimpin'""",Rap-A-Lot Records,1996,2000,FALSE,TRUE
son by four,2000,"""Purest of Pain (A Puro Dolor)""",Sony Special Products,1999,2000,FALSE,FALSE
jagged edge,2000,"""He Can't Love U""",Rhino/Elektra,1996,2000,FALSE,TRUE
avant,2000,"""Separated""",Geffen,2000-05-09,2000,TRUE,TRUE
carl thomas,2000,"""I Wish""",Bad Boy Records,2000-04-18,2000,FALSE,FALSE
donell jones,2000,"""U Know What's Up""",Arista/LaFace Records,1996-06-04,2000,FALSE,FALSE
souldecision,2000,"""Faded""",Universal Music Canada,2000,2000,FALSE,FALSE
kid rock,2000,"""Only God Knows Why""",Top Dog/Atlantic,1998,2000,FALSE,TRUE
mystikal,2000,"""Shake Ya Ass""",Jive,1997-11-11,2000,TRUE,TRUE
erykah badu,2000,"""Bag Lady""",UNI/MOTOWN,2000-01-01,2000,FALSE,TRUE
train,2000,"""Meet Virginia""",Aware,1998-02-24,2000,FALSE,TRUE
dmx,2000,"""Party Up (Up in Here)""",RAL,1999-12-21,2000,FALSE,FALSE
mýa,2000,"""Case of the Ex (Whatcha Gonna Do)""",Interscope,2000-01-01,2000,FALSE,TRUE
dr. dre,2000,"""Forgot About Dre""",Strut,1982-04-14,2000,FALSE,TRUE
jo dee messina,2000,"""That's the Way""",WM Sweden,1995-01-01,2000,FALSE,TRUE
westlife,2000,"""Swear It Again""",RCA Records Label,1999-11-01,2000,FALSE,FALSE
dr. dre,2000,"""The Next Episode""","ARY, Inc. under exclusive license to Interscope Records",1992-12-15,2000,FALSE,TRUE
britney spears,2000,"""From the Bottom of My Broken Heart""",Jive,1999-01-12,2000,TRUE,TRUE
savage garden,2000,"""Crash and Burn""",Sony Music Entertainment,1997-03-04,2000,TRUE,TRUE
chad brock,2000,"""Yes!""",Warner Records/Nashville,1998-10-09,2000,FALSE,FALSE
george strait,2000,"""The Best Day""",Geffen*,1989-01-01,2000,FALSE,TRUE
donell jones,2000,"""Where I Wanna Be""",Arista/LaFace Records,1999-05-29,2000,FALSE,FALSE
toby keith,2000,"""How Do You Like Me Now?!""",Universal Music Mexico,1999-01-01,2000,FALSE,TRUE
tim mcgraw,2000,"""My Best Friend""",Curb Records,1999-05-04,2000,FALSE,TRUE
goo goo dolls,2000,"""Broadway""",Warner Records,1998,2000,FALSE,TRUE
da brat,2000,"""What'chu Like""",Capitol Records,1999-01-01,2000,FALSE,TRUE
kandi,2000,"""Don't Think I'm Not""",Columbia,2000-09-12,2000,FALSE,FALSE
lee ann womack,2000,"""I Hope You Dance""",MCA Nashville,2000-01-01,2000,FALSE,TRUE
alice deejay,2000,"""Better Off Alone""",Rhino,1984-01-03,2000,FALSE,FALSE
debelah morgan,2000,"""Dance with Me""",Rhino Atlantic,2000,2000,FALSE,TRUE
lonestar,2000,"""What About Now""",BNA Records Label,1999,2000,FALSE,TRUE
sammie,2000,"""I Like It""",Capitol Records,2000-01-01,2000,FALSE,FALSE
kevon edmonds,2000,"""24/7""",RCA Records Label,1999-10-25,2000,FALSE,FALSE
lfo,2000,"""Girl on TV""",Rhino Atlantic,1981,2000,FALSE,TRUE
lil' bow wow,2000,"""Bounce with Me""",Warner Records,1980-01-01,2000,FALSE,FALSE
dixie chicks,2000,"""Cowboy Take Me Away""",RCA Records Label Nashville,1983,2000,FALSE,TRUE
aaliyah,2000,"""I Don't Wanna""",FRONTLINE CATALOG (P81),1999-12-14,2000,FALSE,TRUE
destiny's child,2000,"""Independent Women Part I""",Columbia,1999-07-27,2000,FALSE,TRUE
samantha mumba,2000,"""Gotta Tell You""",Polydor Records,2000,2000,FALSE,FALSE
jennifer lopez,2000,"""Waiting for Tonight""",Work,1999-06-01,2000,FALSE,TRUE
mary mary,2000,"""Shackles (Praise You)""",Columbia,2000,2000,FALSE,FALSE
lifehouse,2001,"""Hanging by a Moment""",Geffen,2000,2000,TRUE,TRUE
alicia keys,2001,"""Fallin'""",J Records,2001-06-05,2000,FALSE,TRUE
janet jackson,2001,"""All for You""",Virgin Records,2001-01-01,2000,FALSE,TRUE
train,2001,"""Drops of Jupiter (Tell Me)""",Columbia/Legacy,2001-03-27,2000,FALSE,TRUE
jennifer lopez,2001,"""I'm Real (Murder Remix)""",Epic,2001-01-23,2000,TRUE,TRUE
matchbox twenty,2001,"""If You're Gone""",Atlantic Records,2000-05-23,2000,TRUE,TRUE
eve,2001,"""Let Me Blow Ya Mind""",Ruff Ryders RECORDS,2001-01-01,2000,FALSE,TRUE
dido,2001,"""Thank You""",Sony BMG Music UK,1999,2000,FALSE,TRUE
lenny kravitz,2001,"""Again""",Virgin Catalog,1993-03-09,2000,FALSE,TRUE
destiny's child,2001,"""Independent Women Part I""",Columbia,1999-07-27,2000,FALSE,TRUE
blu cantrell,2001,"""Hit 'Em Up Style (Oops!)""",Arista,2001-01-18,2000,FALSE,FALSE
shaggy,2001,"""It Wasn't Me""",Geffen,2000-08-08,2000,TRUE,TRUE
joe,2001,"""Stutter""",Jive,2000-04-18,2000,TRUE,TRUE
staind,2001,"""It's Been Awhile""",Atlantic Records/ATG,2001-08-20,2000,TRUE,FALSE
usher,2001,"""U Remind Me""",Arista,2001-08-07,2000,FALSE,TRUE
jagged edge,2001,"""Where the Party At""",So So Def,2001-03-07,2000,FALSE,TRUE
shaggy,2001,"""Angel""",Geffen,2000-08-08,2000,TRUE,TRUE
nelly,2001,"""Ride wit Me""",Universal Records,2000-01-01,2000,FALSE,TRUE
uncle kracker,2001,"""Follow Me""",Lava/Atlantic,2000-06-13,2000,FALSE,TRUE
112,2001,"""Peaches & Cream""",Rhino Atlantic,2001,2000,FALSE,TRUE
incubus,2001,"""Drive""",Epic/Immortal,1999-10-26,2000,TRUE,FALSE
city high,2001,"""What Would You Do?""",B-Rite,1999-03-16,2000,FALSE,TRUE
destiny's child,2001,"""Survivor""",Columbia,2001-05-01,2000,FALSE,TRUE
christina aguilera,2001,"""Lady Marmalade""",Moulin Rouge / Interscope,2001-01-01,2000,FALSE,TRUE
outkast,2001,"""Ms. Jackson""",Arista/LaFace Records,1996-08-27,2000,FALSE,TRUE
jennifer lopez,2001,"""Love Don't Cost a Thing""",Epic,2001-01-23,2000,TRUE,TRUE
faith hill,2001,"""The Way You Love Me""",Interscope,1993-02-16,2000,FALSE,TRUE
dream,2001,"""He Loves U Not""",Bad Boy Records,2001,2000,FALSE,FALSE
crazy town,2001,"""Butterfly""",Columbia,1999-11-04,2000,FALSE,FALSE
ja rule,2001,"""Put It on Me""",RAL (Rush Associated Label),2000-01-01,2000,FALSE,TRUE
mary j. blige,2001,"""Family Affair""",Universal Records,2001-01-01,2000,FALSE,TRUE
lee ann womack,2001,"""I Hope You Dance""",MCA Nashville,2000-01-01,2000,FALSE,TRUE
moby,2001,"""South Side""",Little Idiot,1999-05-17,2000,FALSE,FALSE
madonna,2001,"""Don't Tell Me""",Warner Records/Maverick,2000-09-19,2000,FALSE,TRUE
missy elliott,2001,"""Get Ur Freak On""",Atlantic Records/ATG,2001-05-14,2000,TRUE,TRUE
k-ci,2001,"""Crazy""",Reprise,1969-05-14,2000,FALSE,TRUE
craig david,2001,"""Fill Me In""",Def Jam Recordings,1996-01-01,2000,TRUE,TRUE
janet jackson,2001,"""Someone to Call My Lover""",Select Records,1996,2000,FALSE,TRUE
creed,2001,"""With Arms Wide Open""",The Bicycle Music Company,1999-01-01,2000,FALSE,TRUE
mýa,2001,"""Case of the Ex (Whatcha Gonna Do)""",Interscope,2000-01-01,2000,FALSE,TRUE
o-town,2001,"""All or Nothing""",J Records,2001,2000,FALSE,FALSE
destiny's child,2001,"""Bootylicious""",Columbia,1999,2000,FALSE,TRUE
nelly furtado,2001,"""I'm Like a Bird""",Geffen,2000,2000,TRUE,TRUE
3 doors down,2001,"""Kryptonite""",Universal Records,2000,2000,FALSE,TRUE
r. kelly,2001,"""Fiesta""",Jive,2000-11-07,2000,TRUE,TRUE
sugar ray,2001,"""When It's Over""",Rhino/Elektra,1997-04-08,2000,FALSE,TRUE
aerosmith,2001,"""Jaded""",Aerosmith P&D - Sony,1975-04-08,2000,FALSE,TRUE
jagged edge,2001,"""Promise""",Rhino/Elektra,1996,2000,FALSE,TRUE
case,2001,"""Missing You""",Legacy Recordings,1977,2000,FALSE,TRUE
ginuwine,2001,"""Differences""",Rhino/Elektra,1996,2000,FALSE,TRUE
nsync,2001,"""This I Promise You""",Northwestside Records,1997,2000,FALSE,TRUE
jay-z,2001,"""Izzo (H.O.V.A.)""",Roc-A-Fella,2001-09-11,2000,FALSE,TRUE
lil' mo,2001,"""Superwoman Pt. II""",Warner Records,2001-06-26,2000,FALSE,FALSE
evan,2001,"""Crazy for This Girl""",Columbia,1999,2000,FALSE,FALSE
ricky martin,2001,"""Nobody Wants to Be Lonely""",Columbia,2000,2000,FALSE,TRUE
jay-z,2001,"""I Just Wanna Love U (Give It 2 Me)""",Roc Nation / Jay-Z,2000-10-31,2000,FALSE,TRUE
missy elliott,2001,"""One Minute Man""",Atlantic Records/ATG,2001-05-14,2000,TRUE,TRUE
mystikal,2001,"""Danger (Been So Long)""",Jive,2000-09-26,2000,TRUE,TRUE
enya,2001,"""Only Time""",Rhino/Warner Records,1988,2000,FALSE,FALSE
toya,2001,"""I Do!!""",Arista,2001-07-09,2000,FALSE,TRUE
s club 7,2001,"""Never Had a Dream Come True""",UMC (Universal Music Catalogue),2000-06-12,2000,FALSE,FALSE
tamia,2001,"""Stranger in My House""",Rhino/Warner Records,1998,2000,FALSE,FALSE
jessica simpson,2001,"""Irresistible""",Columbia,2001-06-05,2000,FALSE,TRUE
sunshine anderson,2001,"""Heard It All Before""",Rhino Atlantic,2001,2000,FALSE,FALSE
dave matthews band,2001,"""The Space Between""",RCA Records Label,2001-02-27,2000,FALSE,FALSE
faith hill,2001,"""There You'll Be""",Interscope,1993-02-16,2000,FALSE,TRUE
musiq soulchild,2001,"""Love""",Def Jam Recordings,2000-01-01,2000,TRUE,TRUE
112,2001,"""It's Over Now""",Def Jam Recordings,1999-01-01,2000,TRUE,TRUE
3lw,2001,"""No More (Baby I'ma Do Right)""",Epic,2000-11-06,2000,TRUE,FALSE
nelly furtado,2001,"""Turn Off the Light""",Geffen,2000,2000,TRUE,TRUE
brooks,2001,"""Ain't Nothing 'bout You""",Arista Nashville,2001-04-17,2000,FALSE,TRUE
jennifer lopez,2001,"""Play""",Epic,2001-01-23,2000,TRUE,TRUE
lonestar,2001,"""I'm Already There""",BNA Records Label,2001-03-27,2000,FALSE,TRUE
lil' romeo,2001,"""My Baby""",Priority Records,2001-01-01,2000,FALSE,FALSE
u2,2001,"""Beautiful Day""",UMC (Universal Music Catalogue),1987-03-03,2000,FALSE,TRUE
blake shelton,2001,"""Austin""",Warner Records/Nashville,2001-07-31,2000,FALSE,TRUE
ludacris,2001,"""Southern Hospitality""",RAL (Rush Associated Label),2000-01-01,2000,FALSE,TRUE
tim mcgraw,2001,"""Grown Men Don't Cry""",Curb Records,2001-04-24,2000,FALSE,TRUE
ja rule,2001,"""Livin' It Up""",Def Jam Recordings,2001-10-02,2000,TRUE,TRUE
mariah carey,2001,"""Loverboy""",Columbia,1980,2000,FALSE,TRUE
the isley brothers,2001,"""Contagious""",H-TOWN MUSIC INC.,1994-01-21,2000,FALSE,TRUE
jessica andrews,2001,"""Who I Am""",DreamWorks Nashville,2000-02-27,2000,FALSE,FALSE
erick sermon,2001,"""Music""",J Records,2001-08-27,2000,FALSE,FALSE
willa ford,2001,"""I Wanna Be Bad""",Lava/Atlantic,2001-06-19,2000,FALSE,FALSE
kenny chesney,2001,"""Don't Happen Twice""",BNA Records Label,2000-09-25,2000,FALSE,TRUE
diamond rio,2001,"""One More Day""",Arista Nashville,2001-02-02,2000,FALSE,FALSE
r. kelly,2001,"""I Wish""",Jive,2000-11-07,2000,TRUE,TRUE
travis tritt,2001,"""It's a Great Day to Be Alive""",Columbia Nashville,2000-10-01,2000,FALSE,FALSE
trick daddy,2001,"""I'm a Thug""",FRONTLINE CATALOG (P81),1988-09-13,2000,FALSE,TRUE
eve 6,2001,"""Here's to the Night""",Priority Records,1992-12-10,2000,FALSE,FALSE
toby keith,2001,"""You Shouldn't Kiss Me Like This""",Universal Music Mexico,1999-01-01,2000,FALSE,TRUE
eden's crush,2001,"""Get Over Yourself""",Rhino/Warner Records,2001-05-01,2000,FALSE,FALSE
debelah morgan,2001,"""Dance with Me""",Rhino Atlantic,2000,2000,FALSE,TRUE
outkast,2001,"""So Fresh, So Clean""",Arista/LaFace Records,2000-10-31,2000,FALSE,TRUE
nelly,2001,"""E.I.""",Geffen,2000,2000,TRUE,TRUE
3 doors down,2001,"""Be Like That""",Universal Records,2000,2000,FALSE,TRUE
pink,2001,"""Most Girls""",Rhino Atlantic,1997-03-04,2000,FALSE,TRUE
qb finest,2001,"""Oochie Wally""",Cocoon Recordings,1994-05-15,2000,FALSE,FALSE
enrique iglesias,2001,"""Hero""",Interscope,2001-01-01,2000,FALSE,TRUE
fuel,2001,"""Hemorrhage (In My Hands)""",Epic,1997,2000,TRUE,FALSE
nickelback,2002,"""How You Remind Me""",Roadrunner Records,2001-09-11,2000,FALSE,TRUE
ashanti,2002,"""Foolish""","I.G. Records, Inc./Universal Records",2002-01-01,2000,FALSE,TRUE
nelly,2002,"""Hot in Herre""",Motown,2002-06-25,2000,FALSE,TRUE
nelly,2002,"""Dilemma""",Motown,2000-06-27,2000,FALSE,TRUE
the calling,2002,"""Wherever You Will Go""",RCA Records Label,2001,2000,FALSE,FALSE
vanessa carlton,2002,"""A Thousand Miles""",A&M,2002-04-30,2000,FALSE,FALSE
linkin park,2002,"""In the End""",Warner Records,2000-10-24,2000,FALSE,TRUE
fat joe,2002,"""What's Luv?""",RT Industries,2001-12-04,2000,FALSE,TRUE
usher,2002,"""U Got It Bad""",Arista,2001-08-07,2000,FALSE,TRUE
puddle of mudd,2002,"""Blurry""",Flawless Records,2001-01-01,2000,FALSE,TRUE
avril lavigne,2002,"""Complicated""",Arista,2002-06-04,2000,FALSE,TRUE
ja rule,2002,"""Always on Time""",Def Jam Recordings,2001-10-02,2000,TRUE,TRUE
jennifer lopez,2002,"""Ain't It Funny (Murder Remix)""",Epic,2001-01-23,2000,TRUE,TRUE
jimmy eat world,2002,"""The Middle""",Interscope,2001-07-17,2000,FALSE,FALSE
p. diddy,2002,"""I Need a Girl (Part One)""",The Source,2002-01-01,2000,FALSE,FALSE
usher,2002,"""U Don't Have to Call""",Arista,2001-08-07,2000,FALSE,TRUE
mary j. blige,2002,"""Family Affair""",Universal Records,2001-01-01,2000,FALSE,TRUE
p. diddy,2002,"""I Need a Girl (Part Two)""",The Source,2002-01-01,2000,FALSE,FALSE
eve,2002,"""Gangsta Lovin'""",Island Records,1994-06-07,2000,FALSE,TRUE
creed,2002,"""My Sacrifice""",The Bicycle Music Company,2001-01-01,2000,FALSE,TRUE
eminem,2002,"""Without Me""",Aftermath,2002-05-26,2000,FALSE,TRUE
enrique iglesias,2002,"""Hero""",Interscope,2001-01-01,2000,FALSE,TRUE
michelle branch,2002,"""All You Wanted""",Maverick,2001-07-31,2000,FALSE,TRUE
pink,2002,"""Get the Party Started""",Arista,2001,2000,FALSE,TRUE
chad kroeger,2002,"""Hero""",Roadrunner Records,2003,2000,FALSE,FALSE
default,2002,"""Wasting My Time""",The Orchard,2001,2000,FALSE,FALSE
creed,2002,"""One Last Breath""",The Bicycle Music Company,2001-01-01,2000,FALSE,TRUE
shakira,2002,"""Whenever, Wherever""",Epic,2001-11-13,2000,TRUE,TRUE
jennifer lopez,2002,"""I'm Gonna Be Alright""",Epic,2001-01-23,2000,TRUE,TRUE
cam'ron,2002,"""Oh Boy""",Roc-A-Fella,2002-01-01,2000,FALSE,FALSE
dj sammy,2002,"""Heaven""",Jive,1990-07-17,2000,TRUE,FALSE
no doubt,2002,"""Hey Baby""",Interscope,1996-09-09,2000,FALSE,TRUE
nsync,2002,"""Girlfriend""",Northwestside Records,1997,2000,FALSE,TRUE
mario,2002,"""Just a Friend 2002""",J Records,2002-07-22,2000,FALSE,TRUE
sheryl crow,2002,"""Soak Up the Sun""",A&M,1993-08-03,2000,FALSE,TRUE
pink,2002,"""Don't Let Me Get Me""",Arista,2001,2000,FALSE,TRUE
n.o.r.e.,2002,"""Nothin'""",Rhino/Elektra,1978,2000,FALSE,FALSE
tweet,2002,"""Oops (Oh My)""",Atlantic Records,2002-04-02,2000,TRUE,FALSE
kelly clarkson,2002,"""A Moment Like This""",RCA Records Label,2003-04-15,2000,FALSE,TRUE
truth hurts,2002,"""Addictive""",Aftermath,2002-01-01,2000,FALSE,FALSE
ashanti,2002,"""Happy""",RT Industries,2001-12-04,2000,FALSE,TRUE
john mayer,2002,"""No Such Thing""",Aware/Columbia,2001-08-16,2000,FALSE,TRUE
pink,2002,"""Just Like a Pill""",Arista,2001,2000,FALSE,TRUE
ja rule,2002,"""Down 4 U""",Rhino/Elektra,2001-09-11,2000,FALSE,TRUE
kylie minogue,2002,"""Can't Get You Out of My Head""",Parlophone UK,2001-10-01,2000,FALSE,TRUE
five for fighting,2002,"""Superman (It's Not Easy)""",Aware/Columbia,2000-09-26,2000,FALSE,TRUE
eminem,2002,"""Cleanin' Out My Closet""",Aftermath,2002-05-26,2000,FALSE,TRUE
musiq soulchild,2002,"""Halfcrazy""",Def Soul,2002-05-07,2000,FALSE,TRUE
mr. cheeks,2002,"""Lights, Camera, Action!""",UNI/MOTOWN,2001-01-01,2000,FALSE,FALSE
big tymers,2002,"""Still Fly""",Cash Money,2000-01-01,2000,FALSE,FALSE
alicia keys,2002,"""A Woman's Worth""",J Records,2001-06-05,2000,FALSE,TRUE
craig david,2002,"""7 Days""",Sony Music UK,2000-08-14,2000,FALSE,TRUE
cam'ron,2002,"""Hey Ma""",Roc-A-Fella,2002-01-01,2000,FALSE,FALSE
missy elliott,2002,"""Work It""",Atlantic Records/ATG,2002-11-12,2000,TRUE,TRUE
ludacris,2002,"""Move Bitch""",RAL (Rush Associated Label),2001-01-01,2000,FALSE,TRUE
leann rimes,2002,"""Can't Fight the Moonlight""",Nattvind Records,2000-02-07,2000,FALSE,TRUE
enrique iglesias,2002,"""Escape""",EI Productions LLC,1995-11-23,2000,FALSE,TRUE
aaliyah,2002,"""More Than A Woman""",Blackground Records,2001-07-07,2000,FALSE,TRUE
no doubt,2002,"""Hella Good""",Interscope,2001-12-11,2000,FALSE,TRUE
faith evans,2002,"""I Love You""",Bad Boy Records,1995,2000,FALSE,TRUE
daniel bedingfield,2002,"""Gotta Get thru This""",Island Mercury,2002-01-01,2000,FALSE,TRUE
busta rhymes,2002,"""Pass the Courvoisier, Part II""",MINOR MUSIC,1992-09-01,2000,FALSE,TRUE
eminem,2002,"""Lose Yourself""",Aftermath,2002-05-26,2000,FALSE,TRUE
michael jackson,2002,"""Butterflies""",Epic,2001-10-29,2000,TRUE,TRUE
brandy,2002,"""What About Us?""",Beat Club,2002-01-01,2000,FALSE,TRUE
shakira,2002,"""Underneath Your Clothes""",Epic,2001-11-13,2000,TRUE,TRUE
mary j. blige,2002,"""Rainy Dayz""",UNI/MOTOWN,1993-01-15,2000,FALSE,TRUE
ginuwine,2002,"""Differences""",Rhino/Elektra,1996,2000,FALSE,TRUE
angie martinez,2002,"""If I Could Go!""",Elektra Entertainment for the United States and WEA International Inc. for the world outside of the United States.,2002-09-15,2000,FALSE,FALSE
outkast,2002,"""The Whole World""",Arista/LaFace Records,1996-08-27,2000,FALSE,TRUE
no doubt,2002,"""Underneath It All""",Interscope,2001-12-11,2000,FALSE,TRUE
city high,2002,"""Caramel""",Interscope,2001-01-01,2000,FALSE,TRUE
ll cool j,2002,"""Luv U Better""",Def Jam Recordings,2002-10-08,2000,TRUE,TRUE
sean paul,2002,"""Gimme the Light""",Last Kings Music,2014-11-22,2000,FALSE,TRUE
nsync,2002,"""Gone""",Northwestside Records,1997,2000,FALSE,TRUE
ja rule,2002,"""Livin' It Up""",Def Jam Recordings,2001-10-02,2000,TRUE,TRUE
ludacris,2002,"""Rollout (My Business)""",RAL (Rush Associated Label),2001-01-01,2000,FALSE,TRUE
goo goo dolls,2002,"""Here Is Gone""",Universal Records,2000,2000,FALSE,TRUE
mary j. blige,2002,"""No More Drama""",Uptown,1994-01-01,2000,FALSE,TRUE
dirty vegas,2002,"""Days Go By""",New State Music,2002,2000,FALSE,FALSE
ashanti,2002,"""Baby""",Def Jam Recordings,2001-10-02,2000,TRUE,TRUE
kenny chesney,2002,"""The Good Stuff""",BNA Records Label,2002-04-02,2000,FALSE,TRUE
fat joe,2002,"""We Thuggin'""",LOUD Records,1998-04-28,2000,FALSE,TRUE
steve holy,2002,"""Good Morning Beautiful""",Curb Records,2000-10-03,2000,FALSE,FALSE
aaliyah,2002,"""Rock the Boat""",Blackground Records,2001-07-07,2000,FALSE,TRUE
alan jackson,2002,"""Drive (For Daddy Gene)""",Arista Nashville,2002-01-15,2000,FALSE,TRUE
jewel,2002,"""Standing Still""",Cleopatra Records,1993-05-11,2000,FALSE,TRUE
jaheim,2002,"""Anything""",Warner Records,2001-03-13,2000,FALSE,TRUE
brandy,2002,"""Full Moon""",Atlantic Records,2002-02-25,2000,TRUE,TRUE
b2k,2002,"""Uh Huh""",Sony Urban/Epic/Sony Soundtrax,2000,2000,TRUE,TRUE
celine dion,2002,"""A New Day Has Come""",Sound Service,2000-10-16,2000,FALSE,TRUE
nelly furtado,2002,"""Turn Off the Light""",Geffen,2000,2000,TRUE,TRUE
george strait,2002,"""Living and Living Well""",Arista Nashville,1994-06-28,2000,FALSE,TRUE
toby keith,2002,"""My List""",DreamWorks Nashville,2001-08-10,2000,FALSE,TRUE
alanis morissette,2002,"""Hands Clean""",Rhino/Maverick Records,1995,2000,FALSE,TRUE
avril lavigne,2002,"""Sk8er Boi""",Arista,2002-06-04,2000,FALSE,TRUE
dixie chicks,2002,"""Long Time Gone""",Polydor,1974-09-01,2000,FALSE,TRUE
