primary_artist,Year,Title,artist_list,is_first_appearance,total_appearances,record_label,album_year
commander cody,1972,"""Hot Rod Lincoln""","[""commander cody"",""his lost planet airmen""]",TRUE,1,Geffen,1971-11-01
sonny,1972,"""A Cowboy's Work Is Never Done""","[""sonny"",""cher""]",TRUE,1,CM BLUE NOTE (A92),1962-01-01
apollo 100,1972,"""Joy""","""apollo 100""",TRUE,1,Gulf Coast Records,1972-08-08
carly simon,1972,"""Anticipation""","""carly simon""",FALSE,6,Rhino/Elektra,1971-11
three dog night,1972,"""Never Been to Spain""","""three dog night""",FALSE,7,Three Dog Night,1971
charley pride,1972,"""Kiss an Angel Good Mornin'""","""charley pride""",TRUE,1,RCA/Legacy,1971-11-01
alice cooper,1972,"""School's Out""","""alice cooper""",TRUE,6,Rhino/Warner Records,1972
chicago,1972,"""Saturday in the Park""","""chicago""",FALSE,15,Rhino,1972-07-10
joe simon,1972,"""Drowning in the Sea of Love""","""joe simon""",TRUE,3,Ace Records,1972-01-01
bill withers,1972,"""Use Me""","""bill withers""",FALSE,3,Columbia/Legacy,1972-05-01
sly,1972,"""Family Affair""","[""sly"",""the family stone""]",FALSE,3,Epic/Legacy,1971-11-01
the jimmy castor bunch,1972,"""Troglodyte (Cave Man)""","""the jimmy castor bunch""",TRUE,1,Legacy Recordings,1972-03-04
redbone,1972,"""The Witch Queen of New Orleans""","""redbone""",TRUE,2,Legacy Recordings,1971-12-22
curtis mayfield,1972,"""Freddie's Dead""","""curtis mayfield""",TRUE,2,Rhino,1972-07-01
joe simon,1972,"""Power of Love""","""joe simon""",FALSE,3,Ace Records,1973-01-01
jerry butler,1972,"""Ain't Understanding Mellow""","[""jerry butler"",""brenda lee eager""]",TRUE,1,Mercury Records,1968-11-01
harry chapin,1972,"""Taxi""","""harry chapin""",TRUE,2,Rhino/Elektra,1972
beverly bremers,1972,"""Don't Say You Don't Remember""","""beverly bremers""",TRUE,1,Coast To Coast Records,1972-07-25
bobby vinton,1972,"""Sealed with a Kiss""","""bobby vinton""",TRUE,1,Epic/Legacy,1972-07-01
todd rundgren,1972,"""I Saw the Light""","""todd rundgren""",TRUE,2,Rhino,1972
sailcat,1972,"""Motorcycle Mama""","""sailcat""",TRUE,1,Legacy Recordings,1971
original cast of godspell,1972,"""Day by Day""","""original cast of godspell""",TRUE,1,Masterworks Broadway,1995-03-06
yes,1972,"""Roundabout""","""yes""",TRUE,2,Rhino Atlantic,1971-11-12
jackson browne,1972,"""Doctor My Eyes""","""jackson browne""",TRUE,4,Rhino/Elektra,1972-01-01
the new seekers,1972,"""I'd Like to Teach the World to Sing (In Perfect Harmony)""","""the new seekers""",FALSE,2,K-Tel,1997-02-01
don mclean,1972,"""Vincent""","""don mclean""",FALSE,3,Capitol Records,1971
the detroit emeralds,1972,"""Baby Let Me Take You (In My Arms)""","""the detroit emeralds""",TRUE,1,Westbound Records,1972-01-31
rick springfield,1972,"""Speak to the Sky""","""rick springfield""",TRUE,5,CAPITOL CATALOG MKT (C92),1972-08-08
the hillside singers,1972,"""I'd Like to Teach the World to Sing (In Perfect Harmony)""","""the hillside singers""",TRUE,1,Metromedia Records,1971-11-22
love unlimited,1972,"""Walkin' in the Rain with the One I Love""","""love unlimited""",TRUE,1,Geffen,1972-01-01
james brown,1972,"""Get on the Good Foot""","""james brown""",TRUE,2,Universal Records,1972-11-20
the isley brothers,1972,"""Pop That Thang""","""the isley brothers""",TRUE,4,Epic/Legacy,1972-08-21
tony orlando,1973,"""Tie a Yellow Ribbon Round the Ole Oak Tree""","[""tony orlando"",""dawn""]",FALSE,4,Arista,1973
jim croce,1973,"""Bad, Bad Leroy Brown""","""jim croce""",FALSE,4,R2M,1973-07-01
roberta flack,1973,"""Killing Me Softly with His Song""","""roberta flack""",FALSE,6,Atlantic Records,1973-01-01
marvin gaye,1973,"""Let's Get It On""","""marvin gaye""",FALSE,5,Motown,1973-08-28
paul mccartney,1973,"""My Love""","[""paul mccartney"",""wings""]",FALSE,13,Whirlin Disc,1956-03-01
kris kristofferson,1973,"""Why Me""","""kris kristofferson""",TRUE,1,Legacy Recordings,1972-11-01
elton john,1973,"""Crocodile Rock""","""elton john""",FALSE,28,EMI,1973-01-22
billy preston,1973,"""Will It Go Round in Circles""","""billy preston""",FALSE,4,A&M,1971-01-01
carly simon,1973,"""You're So Vain""","""carly simon""",FALSE,6,Rhino/Elektra,1972
diana ross,1973,"""Touch Me in the Morning""","""diana ross""",FALSE,13,UNI/MOTOWN,1973-06-22
vicki lawrence,1973,"""The Night the Lights Went Out in Georgia""","""vicki lawrence""",TRUE,1,GME LLC,1973-01-01
clint holmes,1973,"""Playground in My Mind""","""clint holmes""",TRUE,1,Epic/Legacy,1973-04-20
stories,1973,"""Brother Louie""","""stories""",TRUE,1,Legacy Recordings,1973
helen reddy,1973,"""Delta Dawn""","""helen reddy""",FALSE,7,Legacy Recordings,1972-04-19
billy paul,1973,"""Me and Mrs. Jones""","""billy paul""",TRUE,1,Epic/Legacy,1972-10-25
the edgar winter group,1973,"""Frankenstein""","""the edgar winter group""",TRUE,2,Epic,1972-11-30
dobie gray,1973,"""Drift Away""","""dobie gray""",TRUE,1,Geffen,1973-01-01
sweet,1973,"""Little Willy""","""sweet""",TRUE,4,Monument/Legacy,1970-01-01
stevie wonder,1973,"""You Are the Sunshine of My Life""","""stevie wonder""",FALSE,18,Motown,1972-10-28
cher,1973,"""Half-Breed""","""cher""",FALSE,10,Geffen,1973-01-01
the isley brothers,1973,"""That Lady""","""the isley brothers""",FALSE,4,Epic/Legacy,1973-08-21
sylvia robinson,1973,"""Pillow Talk""","""sylvia robinson""",TRUE,1,Rhino,1996-08-20
grand funk railroad,1973,"""We're an American Band""","""grand funk railroad""",TRUE,3,Capitol Records,1973
dr. john,1973,"""Right Place Wrong Time""","""dr. john""",TRUE,1,Rhino/Elektra,1973
skylark,1973,"""Wildflower""","""skylark""",TRUE,1,EMI Music Special Markets,1996-01-01
stevie wonder,1973,"""Superstition""","""stevie wonder""",FALSE,18,Motown,1972-10-28
paul simon,1973,"""Loves Me Like a Rock""","""paul simon""",FALSE,5,Legacy Recordings,1973-05-05
maureen mcgovern,1973,"""The Morning After""","""maureen mcgovern""",TRUE,1,Polydor Records,1984-01-01
john denver,1973,"""Rocky Mountain High""","""john denver""",FALSE,6,RCA/Legacy,1972-09-15
stealers wheel,1973,"""Stuck in the Middle with You""","""stealers wheel""",TRUE,1,UMC (Universal Music Catalogue),1972-01-01
three dog night,1973,"""Shambala""","""three dog night""",FALSE,7,Three Dog Night,1973
the o'jays,1973,"""Love Train""","""the o'jays""",FALSE,6,Legacy/Epic Associated,1972-01-01
barry white,1973,"""I'm Gonna Love You Just a Little More Baby""","""barry white""",TRUE,3,Island Def Jam,1973-01-01
tony orlando,1973,"""Say, Has Anybody Seen My Sweet Gypsy Rose""","[""tony orlando"",""dawn""]",FALSE,4,Arista,1973
eddie kendricks,1973,"""Keep on Truckin'""","""eddie kendricks""",TRUE,3,UNI/MOTOWN,1973-01-01
anne murray,1973,"""Danny's Song""","""anne murray""",FALSE,8,EMI Music Canada,1973
king harvest,1973,"""Dancing in the Moonlight""","""king harvest""",TRUE,1,Darbo Music LLC,1972-03-01
bobby 'boris' pickett,1973,"""Monster Mash""","""bobby 'boris' pickett""",TRUE,1,Decca Music Group Ltd.,1962
bloodstone,1973,"""Natural High""","""bloodstone""",TRUE,1,Warner Music Group - X5 Music Group,1972-09-15
seals,1973,"""Diamond Girl""","[""seals"",""crofts""]",TRUE,2,Rhino/Warner Records,1973
the doobie brothers,1973,"""Long Train Runnin'""","""the doobie brothers""",TRUE,3,Warner Records,1973
george harrison,1973,"""Give Me Love (Give Me Peace on Earth)""","""george harrison""",FALSE,4,BMG Rights Management (US) LLC,1970-11-20
sly,1973,"""If You Want Me to Stay""","[""sly"",""the family stone""]",FALSE,3,Epic/Legacy,1973-06-30
jermaine jackson,1973,"""Daddy's Home""","""jermaine jackson""",TRUE,3,UNI/MOTOWN,1972-01-01
gladys knight,1973,"""Neither One of Us (Wants to Be the First to Say Goodbye)""","[""gladys knight"",""the pips""]",FALSE,7,UNI/MOTOWN,1973
new york city,1973,"""I'm Doin' Fine Now""","""new york city""",TRUE,1,Crimson,1973
the spinners,1973,"""Could It Be I'm Falling in Love""","""the spinners""",FALSE,7,Rhino Atlantic,1973
elton john,1973,"""Daniel""","""elton john""",FALSE,28,EMI,1973-01-22
gladys knight,1973,"""Midnight Train to Georgia""","[""gladys knight"",""the pips""]",FALSE,7,Legacy Recordings,1973
deep purple,1973,"""Smoke on the Water""","""deep purple""",TRUE,1,Rhino/Warner Records,1972-03-25
dr. hook,1973,"""The Cover of ""Rolling Stone""""","[""dr. hook"",""the medicine show""]",FALSE,8,Columbia,1972
charlie rich,1973,"""Behind Closed Doors""","""charlie rich""",TRUE,3,Epic/Legacy,1970
loggins,1973,"""Your Mama Don't Dance""","[""loggins"",""messina""]",TRUE,1,Columbia/Legacy,1971
chicago,1973,"""Feelin' Stronger Every Day""","""chicago""",FALSE,15,Rhino,1973-06-25
war,1973,"""The Cisco Kid""","""war""",FALSE,7,Avenue Records,1972-11-01
paul mccartney,1973,"""Live and Let Die""","[""paul mccartney"",""wings""]",FALSE,13,Paul McCartney Catalog,1973-04-30
hurricane smith,1973,"""Oh, Babe, What Would You Say?""","""hurricane smith""",TRUE,1,LaFace Records,2008-05-23
johnnie taylor,1973,"""I Believe in You (You Believe in Me)""","""johnnie taylor""",TRUE,2,Stax,1973-01-01
the carpenters,1973,"""Sing""","""the carpenters""",FALSE,11,A&M,1973-05-01
the four tops,1973,"""Ain't No Woman (Like the One I've Got)""","""the four tops""",FALSE,2,Motown,1965
eric weissberg,1973,"""Dueling Banjos""","[""eric weissberg"",""steve mandell""]",TRUE,1,Rhino/Warner Records,1973
stevie wonder,1973,"""Higher Ground""","""stevie wonder""",FALSE,18,Motown,1973-08-03
al green,1973,"""Here I Am (Come and Take Me)""","""al green""",FALSE,6,Fat Possum,1973
b.w. stevenson,1973,"""My Maria""","""b.w. stevenson""",TRUE,1,RCA Victor/Legacy,1973-07-19
curtis mayfield,1973,"""Superfly""","""curtis mayfield""",FALSE,2,Rhino,1972-07-01
edward bear,1973,"""Last Song""","""edward bear""",TRUE,1,Universal Music Canada – Catalog (Domestic),1973-01-20
gilbert o'sullivan,1973,"""Get Down""","""gilbert o'sullivan""",FALSE,3,Union Square Music,1973-01-01
steely dan,1973,"""Reelin' in the Years""","""steely dan""",TRUE,6,Geffen,1972-11-01
focus,1973,"""Hocus Pocus""","""focus""",TRUE,1,Red Bullet,1971
the carpenters,1973,"""Yesterday Once More""","""the carpenters""",FALSE,11,A&M,1973-05-01
bette midler,1973,"""Boogie Woogie Bugle Boy""","""bette midler""",TRUE,5,Rhino Atlantic,1972
gilbert o'sullivan,1973,"""Clair""","""gilbert o'sullivan""",FALSE,3,Salvo,1972-01-01
steely dan,1973,"""Do It Again""","""steely dan""",FALSE,6,Geffen,1972-11-01
paul simon,1973,"""Kodachrome""","""paul simon""",FALSE,5,Legacy Recordings,1973-05-05
timmy thomas,1973,"""Why Can't We Live Together""","""timmy thomas""",TRUE,1,Rhino Atlantic,1972
bette midler,1973,"""Do You Want To Dance?""","""bette midler""",FALSE,5,Rhino Atlantic,1972
tower of power,1973,"""So Very Hard to Go""","""tower of power""",TRUE,1,Warner Records,1973-05-01
johnny rivers,1973,"""Rockin' Pneumonia and the Boogie Woogie Flu""","""johnny rivers""",TRUE,2,CAPITOL CATALOG MKT (C92),1972-04-09
the allman brothers band,1973,"""Ramblin' Man""","""the allman brothers band""",TRUE,1,Mercury Records,1989-06-20
the temptations,1973,"""Masterpiece""","""the temptations""",FALSE,5,UNI/MOTOWN,1973
helen reddy,1973,"""Peaceful""","""helen reddy""",FALSE,7,Capitol Records,1972
the spinners,1973,"""One of a Kind (Love Affair)""","""the spinners""",FALSE,7,Rhino Atlantic,1973
donna fargo,1973,"""Funny Face""","""donna fargo""",FALSE,2,Capitol Records,1979-01-01
ohio players,1973,"""Funky Worm""","""ohio players""",TRUE,4,Westbound Records,1972-12-01
the rolling stones,1973,"""Angie""","""the rolling stones""",FALSE,6,Polydor Records,1973-08-31
blue ridge rangers,1973,"""Jambalaya (On the Bayou)""","""blue ridge rangers""",TRUE,1,Mercury Nashville,1954-09-01
lobo,1973,"""Don't Expect Me to Be Your Friend""","""lobo""",FALSE,2,Rhino Atlantic,1972
the stylistics,1973,"""Break Up to Make Up""","""the stylistics""",FALSE,4,"Amherst Records, Inc.",1976-10-22
jud strunk,1973,"""Daisy a Day""","""jud strunk""",TRUE,1,Columbia Nashville Legacy,1970-02-24
deodato,1973,"""Also Sprach Zarathustra (2001)""","""deodato""",TRUE,1,Deutsche Grammophon (DG),1995-01-01
johnny nash,1973,"""Stir It Up""","""johnny nash""",FALSE,2,Epic,1972
pink floyd,1973,"""Money""","""pink floyd""",TRUE,2,Pink Floyd Records,1973-03-01
war,1973,"""Gypsy Man""","""war""",FALSE,7,Avenue Records,1973-08-01
war,1973,"""The World Is a Ghetto""","""war""",FALSE,7,Avenue Records,1972-11-01
the pointer sisters,1973,"""Yes We Can Can""","""the pointer sisters""",TRUE,8,Geffen,1973-01-01
the edgar winter group,1973,"""Free Ride""","""the edgar winter group""",FALSE,2,Epic,1972-11-30
david bowie,1973,"""Space Oddity""","""david bowie""",TRUE,5,Parlophone UK,1969-11-04
albert hammond,1973,"""It Never Rains in Southern California""","""albert hammond""",TRUE,1,Legacy Recordings,1972-08-16
donny osmond,1973,"""The Twelfth of Never""","""donny osmond""",FALSE,5,Universal Records,1972-05-27
the temptations,1973,"""Papa Was a Rollin' Stone""","""the temptations""",FALSE,5,UNI/MOTOWN,2000-01-11
barbra streisand,1974,"""The Way We Were""","""barbra streisand""",TRUE,10,Columbia,1974-01
terry jacks,1974,"""Seasons in the Sun""","""terry jacks""",TRUE,1,Arista/Legacy,1974-01-01
love unlimited orchestra,1974,"""Love's Theme""","""love unlimited orchestra""",TRUE,1,Mercury Records,1974-02-01
redbone,1974,"""Come and Get Your Love""","""redbone""",FALSE,2,Epic/Legacy,1973-11-01
the jackson 5,1974,"""Dancing Machine""","""the jackson 5""",FALSE,7,UNI/MOTOWN,1974-09-05
grand funk railroad,1974,"""The Loco-Motion""","""grand funk railroad""",FALSE,3,Capitol Records,1970
mfsb,1974,"""TSOP (The Sound of Philadelphia)""","""mfsb""",TRUE,1,Legacy Recordings,1973-12-01
ray stevens,1974,"""The Streak""","""ray stevens""",FALSE,3,Barnaby Records,1974-01-01
elton john,1974,"""Bennie and the Jets""","""elton john""",FALSE,28,UMC (Universal Music Catalogue),1973-10-05
mac davis,1974,"""One Hell of a Woman""","""mac davis""",FALSE,2,Columbia/Legacy,1974-02-27
aretha franklin,1974,"""Until You Come Back to Me (That's What I'm Gonna Do)""","""aretha franklin""",FALSE,9,Rhino Atlantic,1968-06-14
kool,1974,"""Jungle Boogie""","[""kool"",""the gang""]",TRUE,13,Island Mercury,1973-09
maria muldaur,1974,"""Midnight at the Oasis""","""maria muldaur""",TRUE,1,Rhino/Warner Records,1973
the stylistics,1974,"""You Make Me Feel Brand New""","""the stylistics""",FALSE,4,AVCO Records Corp.,1973-10-23
al wilson,1974,"""Show and Tell""","""al wilson""",TRUE,1,Good Time Records,1973
jim stafford,1974,"""Spiders and Snakes""","""jim stafford""",TRUE,3,Mercury Nashville,1974-01-01
david essex,1974,"""Rock On""","""david essex""",TRUE,1,Columbia,1973
john denver,1974,"""Sunshine on My Shoulders""","""john denver""",FALSE,6,RCA/Legacy,1971
blue magic,1974,"""Sideshow""","""blue magic""",TRUE,1,Rhino Atlantic,1974
blue swede,1974,"""Hooked on a Feeling""","""blue swede""",TRUE,1,Parlophone Sweden,1973-04-01
bo donaldson and the heywoods,1974,"""Billy Don't Be a Hero""","""bo donaldson and the heywoods""",TRUE,1,MCA Nashville,1996-05-03
paul mccartney,1974,"""Band on the Run""","[""paul mccartney"",""wings""]",FALSE,13,Paul McCartney Catalog,1973-12-05
charlie rich,1974,"""The Most Beautiful Girl""","""charlie rich""",FALSE,3,Epic/Nashville,1972
jim croce,1974,"""Time in a Bottle""","""jim croce""",FALSE,4,R2M,1972-04-01
john denver,1974,"""Annie's Song""","""john denver""",FALSE,6,RCA/Legacy,1974-06-15
olivia newton-john,1974,"""Let Me Be There""","""olivia newton-john""",FALSE,13,Primary Wave Music,1973-11-01
gordon lightfoot,1974,"""Sundown""","""gordon lightfoot""",FALSE,2,Rhino/Warner Records,1974
paul anka,1974,"""(You're) Having My Baby""","""paul anka""",TRUE,4,Mercury Nashville,1961-01-01
andy kim,1974,"""Rock Me Gently""","""andy kim""",TRUE,1,Capitol Records,2008-01-01
eddie kendricks,1974,"""Boogie Down""","""eddie kendricks""",FALSE,3,UNI/MOTOWN,1993-01-15
ringo starr,1974,"""You're Sixteen""","""ringo starr""",FALSE,5,Parlophone,1973-01-01
olivia newton-john,1974,"""If You Love Me (Let Me Know)""","""olivia newton-john""",FALSE,13,Sanctuary Records,1971-01-01
cher,1974,"""Dark Lady""","""cher""",FALSE,10,Geffen,1974-01-01
gladys knight,1974,"""Best Thing That Ever Happened to Me""","[""gladys knight"",""the pips""]",FALSE,7,Legacy Recordings,1973
roberta flack,1974,"""Feel Like Makin' Love""","""roberta flack""",FALSE,6,Rhino Atlantic,1975
the main ingredient,1974,"""Just Don't Want to Be Lonely""","""the main ingredient""",FALSE,2,Columbia/Legacy,1970-05-01
billy preston,1974,"""Nothing from Nothing""","""billy preston""",FALSE,4,A&M,1971-01-01
george mccrae,1974,"""Rock Your Baby""","""george mccrae""",TRUE,1,Rhino,1974
the carpenters,1974,"""Top of the World""","""the carpenters""",FALSE,11,A&M,1972
steve miller band,1974,"""The Joker""","""steve miller band""",TRUE,5,CAPITOL CATALOG MKT (C92),1973-01-01
gladys knight,1974,"""I've Got to Use My Imagination""","[""gladys knight"",""the pips""]",FALSE,7,Legacy Recordings,1973
three dog night,1974,"""The Show Must Go On""","""three dog night""",FALSE,7,Three Dog Night,1971
the hues corporation,1974,"""Rock the Boat""","""the hues corporation""",TRUE,1,RCA Victor,1973
brownsville station,1974,"""Smokin' in the Boys Room""","""brownsville station""",TRUE,1,Rhino Atlantic,1973
stevie wonder,1974,"""Living for the City""","""stevie wonder""",FALSE,18,Motown,1973-08-03
dionne warwick,1974,"""Then Came You""","[""dionne warwick"",""the spinners""]",FALSE,5,Rhino/Warner Records,1975
paper lace,1974,"""The Night Chicago Died""","""paper lace""",TRUE,1,UMC (Universal Music Catalogue),1974-01-01
marvin hamlisch,1974,"""The Entertainer""","""marvin hamlisch""",TRUE,1,Geffen*,1974-01-01
abba,1974,"""Waterloo""","""abba""",TRUE,6,Polar Music International AB,1974
the hollies,1974,"""The Air That I Breathe""","""the hollies""",FALSE,3,BMG Rights Management (US) LLC,1970-11-01
steely dan,1974,"""Rikki Don't Lose That Number""","""steely dan""",FALSE,6,Geffen,1972-11-01
carly simon,1974,"""Mockingbird""","[""carly simon"",""james taylor""]",FALSE,6,Rhino/Elektra,1974
joni mitchell,1974,"""Help Me""","""joni mitchell""",TRUE,1,Rhino,1971-06-22
anne murray,1974,"""You Won't See Me""","""anne murray""",FALSE,8,EMI Music Canada,1974
barry white,1974,"""Never, Never Gonna Give You Up""","""barry white""",FALSE,3,Michele Records,1975
rufus,1974,"""Tell Me Something Good""","[""rufus"",""chaka khan""]",TRUE,3,Geffen*,1974-01-01
helen reddy,1974,"""You and Me Against the World""","""helen reddy""",FALSE,7,Capitol Records,1987-01-01
the righteous brothers,1974,"""Rock and Roll Heaven""","""the righteous brothers""",TRUE,1,Curb Records,1991-01-21
kool,1974,"""Hollywood Swinging""","[""kool"",""the gang""]",FALSE,13,Island Mercury,1973-09
william devaughn,1974,"""Be Thankful for What You Got""","""william devaughn""",TRUE,1,UNIDISC MUSIC INC.,1980-01-01
johnny bristol,1974,"""Hang on in There Baby""","""johnny bristol""",TRUE,1,Polydor,1974-06-01
mocedades,1974,"""Eres tú""","""mocedades""",TRUE,1,Legacy Recordings,1973
bachman-turner overdrive,1974,"""Takin' Care of Business""","""bachman-turner overdrive""",TRUE,1,Mercury Records,1973-12-01
golden earring,1974,"""Radar Love""","""golden earring""",TRUE,2,Red Bullet,1970
dave loggins,1974,"""Please Come to Boston""","""dave loggins""",TRUE,1,SMSP,1974
wet willie,1974,"""Keep on Smilin'""","""wet willie""",TRUE,1,PCLC Capricorn,1974-01-01
bobby womack,1974,"""Lookin' for a Love""","""bobby womack""",TRUE,1,Geffen,1966-01-01
