primary_artist,Year,Title,artist_list,is_first_appearance,total_appearances,record_label,album_year,record_label_list,decade,is_major_label,No.,reappears_after_first,reappearance_count,sqrt_reappearance,row_id,title_clean,artist_clean,track_id,genre,duration_ms,duration_sec,clean_title,search_artist,genre_final,lastfm_genre
mel,1972,"""Starting All Over Again""","[""mel"",""tim""]",TRUE,1,Stax,1972-01-01,Stax,1970,FALSE,38,FALSE,0,0,98,starting all over again,mel,NA,NA,230920,230.92,Starting All Over Again,mel & tim,blues,blues
elton john,1972,"""Rocket Man""","""elton john""",TRUE,28,UMC (Universal Music Catalogue),1970-04-10,UMC (Universal Music Catalogue),1970,FALSE,40,TRUE,27,5.19615242270663,99,rocket man,elton john,NA,NA,281613,281.613,Rocket Man,elton john,pop rock,pop
kris kristofferson,1973,"""Why Me""","""kris kristofferson""",TRUE,1,Legacy Recordings,1972-11-01,Legacy Recordings,1970,FALSE,6,FALSE,0,0,100,why me,kris kristofferson,TRFKJVK128F426E70D,Country,206960,206.96,Why Me,kris kristofferson,Country,country
vicki lawrence,1973,"""The Night the Lights Went Out in Georgia""","""vicki lawrence""",TRUE,1,GME LLC,1973-01-01,GME LLC,1970,FALSE,11,FALSE,0,0,101,the night the lights went out in georgia,vicki lawrence,NA,NA,220520,220.52,The Night the Lights Went Out in Georgia,vicki lawrence,country,pop
clint holmes,1973,"""Playground in My Mind""","""clint holmes""",TRUE,1,Epic/Legacy,1973-04-20,Epic; Legacy,1970,TRUE,12,FALSE,0,0,102,playground in my mind,clint holmes,TRXCJSX128F92F2B74,Pop	Rock,172746,172.746,Playground in My Mind,clint holmes,Pop	Rock,pop
stories,1973,"""Brother Louie""","""stories""",TRUE,1,Legacy Recordings,1973,Legacy Recordings,1970,FALSE,13,FALSE,0,0,103,brother louie,stories,NA,NA,235800,235.8,Brother Louie,stories,pop rock,rock
billy paul,1973,"""Me and Mrs. Jones""","""billy paul""",TRUE,1,Epic/Legacy,1972-10-25,Epic; Legacy,1970,TRUE,15,FALSE,0,0,104,me and mrs jones,billy paul,TRWSPYD128F4271EE8,NA,284906,284.906,Me and Mrs. Jones,billy paul,jazz,pop
the edgar winter group,1973,"""Frankenstein""","""the edgar winter group""",TRUE,2,Epic,1972-11-30,Epic,1970,FALSE,16,FALSE,1,1,105,frankenstein,the edgar winter group,TRAATIR128F92FC91C,Rock,284293,284.293,Frankenstein,the edgar winter group,Rock,rock
dobie gray,1973,"""Drift Away""","""dobie gray""",TRUE,1,Geffen,1973-01-01,Geffen,1970,FALSE,17,FALSE,0,0,106,drift away,dobie gray,TRCRKRB12903CB4DB6,RnB,237466,237.466,Drift Away,dobie gray,RnB,pop
sweet,1973,"""Little Willy""","""sweet""",TRUE,4,Monument/Legacy,1970-01-01,Monument; Legacy,1970,TRUE,18,TRUE,3,1.73205080756888,107,little willy,sweet,TRFZYFJ128F4298C46,Rock,192293,192.293,Little Willy,sweet,Rock,rock
sylvia robinson,1973,"""Pillow Talk""","""sylvia robinson""",TRUE,1,Rhino,1996-08-20,Rhino,1970,TRUE,22,FALSE,0,0,108,pillow talk,sylvia robinson,NA,NA,116823,116.823,Pillow Talk,sylvia robinson,NA,NA
grand funk railroad,1973,"""We're an American Band""","""grand funk railroad""",TRUE,3,Capitol Records,1973,Capitol Records,1970,TRUE,23,TRUE,2,1.4142135623731,109,were an american band,grand funk railroad,NA,NA,207093,207.093,We're an American Band,grand funk railroad,NA,rock
dr. john,1973,"""Right Place Wrong Time""","""dr. john""",TRUE,1,Rhino/Elektra,1973,Rhino; Elektra,1970,TRUE,24,FALSE,0,0,110,right place wrong time,dr john,NA,NA,175240,175.24,Right Place Wrong Time,dr. john,blues,blues
skylark,1973,"""Wildflower""","""skylark""",TRUE,1,EMI Music Special Markets,1996-01-01,EMI Music Special Markets,1970,FALSE,25,FALSE,0,0,111,wildflower,skylark,NA,NA,250400,250.4,Wildflower,skylark,NA,pop
maureen mcgovern,1973,"""The Morning After""","""maureen mcgovern""",TRUE,1,Polydor Records,1984-01-01,Polydor Records,1970,FALSE,28,FALSE,0,0,112,the morning after,maureen mcgovern,NA,NA,141720,141.72,The Morning After,maureen mcgovern,NA,pop
stealers wheel,1973,"""Stuck in the Middle with You""","""stealers wheel""",TRUE,1,UMC (Universal Music Catalogue),1972-01-01,UMC (Universal Music Catalogue),1970,FALSE,30,FALSE,0,0,113,stuck in the middle with you,stealers wheel,TRMSQVV128F93351D3,NA,208946,208.946,Stuck in the Middle with You,stealers wheel,folk,rock
barry white,1973,"""I'm Gonna Love You Just a Little More Baby""","""barry white""",TRUE,3,Island Def Jam,1973-01-01,Island Def Jam,1970,FALSE,33,TRUE,2,1.4142135623731,114,im gonna love you just a little more baby,barry white,TRRZJKN128F92E34E8,RnB,431506,431.506,I'm Gonna Love You Just a Little More Baby,barry white,RnB,pop
eddie kendricks,1973,"""Keep on Truckin'""","""eddie kendricks""",TRUE,3,UNI/MOTOWN,1973-01-01,UNI; MOTOWN,1970,TRUE,35,TRUE,2,1.4142135623731,115,keep on truckin,eddie kendricks,TRGLIDC128E078E62A,NA,479413,479.413,Keep on Truckin',eddie kendricks,NA,NA
king harvest,1973,"""Dancing in the Moonlight""","""king harvest""",TRUE,1,Darbo Music LLC,1972-03-01,Darbo Music LLC,1970,FALSE,37,FALSE,0,0,116,dancing in the moonlight,king harvest,TRJUIAR128F424169C,Pop	Rock,181133,181.133,Dancing in the Moonlight,king harvest,Pop	Rock,pop
bobby 'boris' pickett,1973,"""Monster Mash""","""bobby 'boris' pickett""",TRUE,1,Decca Music Group Ltd.,1962,Decca Music Group Ltd.,1970,FALSE,38,FALSE,0,0,117,monster mash,bobby boris pickett,TRACSSW128F92F2D81,Pop	Rock,192040,192.04,Monster Mash,bobby 'boris' pickett,Pop	Rock,pop
bloodstone,1973,"""Natural High""","""bloodstone""",TRUE,1,Warner Music Group - X5 Music Group,1972-09-15,Warner Music Group - X5 Music Group,1970,FALSE,39,FALSE,0,0,118,natural high,bloodstone,NA,NA,240466,240.466,Natural High,bloodstone,r&b,pop
seals,1973,"""Diamond Girl""","[""seals"",""crofts""]",TRUE,2,Rhino/Warner Records,1973,Rhino; Warner Records,1970,TRUE,40,TRUE,1,1,119,diamond girl,seals,NA,NA,253400,253.4,Diamond Girl,seals & crofts,country,pop
barbra streisand,1974,"""The Way We Were""","""barbra streisand""",TRUE,10,Columbia,1974-01,Columbia,1970,TRUE,1,TRUE,9,3,120,the way we were,barbra streisand,NA,NA,211093,211.093,The Way We Were,barbra streisand,vocal,pop
terry jacks,1974,"""Seasons in the Sun""","""terry jacks""",TRUE,1,Arista/Legacy,1974-01-01,Arista; Legacy,1970,TRUE,2,FALSE,0,0,121,seasons in the sun,terry jacks,TRWCFQZ12903D0CAF2,NA,208853,208.853,Seasons in the Sun,terry jacks,NA,pop
love unlimited orchestra,1974,"""Love's Theme""","""love unlimited orchestra""",TRUE,1,Mercury Records,1974-02-01,Mercury Records,1970,FALSE,3,FALSE,0,0,122,loves theme,love unlimited orchestra,NA,NA,246266,246.266,Love's Theme,love unlimited orchestra,jazz,pop
mfsb,1974,"""TSOP (The Sound of Philadelphia)""","""mfsb""",TRUE,1,Legacy Recordings,1973-12-01,Legacy Recordings,1970,FALSE,7,FALSE,0,0,123,tsop the sound of philadelphia,mfsb,TRHEDQR128F92DF64A,Pop,222346,222.346,TSOP (The Sound of Philadelphia),mfsb,Pop,pop
kool,1974,"""Jungle Boogie""","[""kool"",""the gang""]",TRUE,13,Island Mercury,1973-09,Island Mercury,1970,FALSE,12,TRUE,12,3.46410161513775,124,jungle boogie,kool,NA,NA,186533,186.533,Jungle Boogie,kool & the gang,NA,pop
maria muldaur,1974,"""Midnight at the Oasis""","""maria muldaur""",TRUE,1,Rhino/Warner Records,1973,Rhino; Warner Records,1970,TRUE,13,FALSE,0,0,125,midnight at the oasis,maria muldaur,TRDSAWK128F92F1281,Rock,229506,229.506,Midnight at the Oasis,maria muldaur,Rock,pop
al wilson,1974,"""Show and Tell""","""al wilson""",TRUE,1,Good Time Records,1973,Good Time Records,1970,FALSE,15,FALSE,0,0,126,show and tell,al wilson,NA,NA,209980,209.98,Show and Tell,al wilson,r&b,pop
jim stafford,1974,"""Spiders and Snakes""","""jim stafford""",TRUE,3,Mercury Nashville,1974-01-01,Mercury Nashville,1970,FALSE,16,FALSE,2,1.4142135623731,127,spiders and snakes,jim stafford,TRDPNEV128F1484C5D,Rock,188640,188.64,Spiders and Snakes,jim stafford,Rock,pop
david essex,1974,"""Rock On""","""david essex""",TRUE,1,Columbia,1973,Columbia,1970,TRUE,17,FALSE,0,0,128,rock on,david essex,TRPWWBZ128F92C7C5E,NA,204186,204.186,Rock On,david essex,pop rock,rock
blue magic,1974,"""Sideshow""","""blue magic""",TRUE,1,Rhino Atlantic,1974,Rhino Atlantic,1970,TRUE,19,FALSE,0,0,129,sideshow,blue magic,TRREHPP128F4239370,RnB,251520,251.52,Sideshow,blue magic,RnB,pop
blue swede,1974,"""Hooked on a Feeling""","""blue swede""",TRUE,1,Parlophone Sweden,1973-04-01,Parlophone Sweden,1970,FALSE,20,FALSE,0,0,130,hooked on a feeling,blue swede,TRRXWAK12903D07376,NA,172866,172.866,Hooked on a Feeling,blue swede,pop rock,rock
bo donaldson and the heywoods,1974,"""Billy Don't Be a Hero""","""bo donaldson and the heywoods""",TRUE,1,MCA Nashville,1996-05-03,MCA Nashville,1970,FALSE,21,FALSE,0,0,131,billy dont be a hero,bo donaldson and the heywoods,NA,NA,205866,205.866,Billy Don't Be a Hero,bo donaldson and the heywoods,NA,NA
paul anka,1974,"""(You're) Having My Baby""","""paul anka""",TRUE,4,Mercury Nashville,1961-01-01,Mercury Nashville,1970,FALSE,28,TRUE,3,1.73205080756888,132,youre having my baby,paul anka,NA,NA,156293,156.293,(You're) Having My Baby,paul anka,NA,pop
andy kim,1974,"""Rock Me Gently""","""andy kim""",TRUE,1,Capitol Records,2008-01-01,Capitol Records,1970,TRUE,29,FALSE,0,0,133,rock me gently,andy kim,NA,NA,208333,208.333,Rock Me Gently,andy kim,pop rock,pop
george mccrae,1974,"""Rock Your Baby""","""george mccrae""",TRUE,1,Rhino,1974,Rhino,1970,TRUE,38,FALSE,0,0,134,rock your baby,george mccrae,TRMGSBG128F429F025,NA,200053,200.053,Rock Your Baby,george mccrae,r&b,pop
steve miller band,1974,"""The Joker""","""steve miller band""",TRUE,5,CAPITOL CATALOG MKT (C92),1973-01-01,CAPITOL CATALOG MKT (C92),1970,FALSE,40,TRUE,4,2,135,the joker,steve miller band,TRAPHVG128F14595A7,Rock,264503,264.503,The Joker,steve miller band,Rock,rock
captain,1975,"""Love Will Keep Us Together""","[""captain"",""tennille""]",TRUE,5,A&M,1975-01-01,A&M,1970,FALSE,1,TRUE,4,2,136,love will keep us together,captain,NA,NA,205493,205.493,Love Will Keep Us Together,captain & tennille,electronic,pop
freddy fender,1975,"""Before the Next Teardrop Falls""","""freddy fender""",TRUE,2,Geffen,1975,Geffen,1970,FALSE,4,FALSE,1,1,137,before the next teardrop falls,freddy fender,TRKDOTZ128F4249A9D,Country,149951,149.951,Before the Next Teardrop Falls,freddy fender,Country,country
frankie valli,1975,"""My Eyes Adored You""","""frankie valli""",TRUE,3,Rhino,1975,Rhino,1970,TRUE,5,TRUE,2,1.4142135623731,138,my eyes adored you,frankie valli,NA,NA,212013,212.013,My Eyes Adored You,frankie valli,NA,pop
earth,1975,"""Shining Star""","[""earth"",""wind"",""fire""]",TRUE,10,Columbia,1975-03-15,Columbia,1970,TRUE,7,TRUE,9,3,139,shining star,earth,NA,NA,170160,170.16,Shining Star,earth & wind & fire,jazz,pop
neil sedaka,1975,"""Laughter in the Rain""","""neil sedaka""",TRUE,3,RCA Victor/Legacy,1960-12-30,RCA Victor; Legacy,1970,TRUE,9,TRUE,2,1.4142135623731,140,laughter in the rain,neil sedaka,NA,NA,170066,170.066,Laughter in the Rain,neil sedaka,NA,pop
eagles,1975,"""One of These Nights""","""eagles""",TRUE,8,Rhino/Elektra,1975-06-10,Rhino; Elektra,1970,TRUE,10,TRUE,7,2.64575131106459,141,one of these nights,eagles,NA,NA,291685,291.685,One of These Nights,eagles,country,rock
minnie riperton,1975,"""Lovin' You""","""minnie riperton""",TRUE,1,Capitol Records,1974,Capitol Records,1970,TRUE,14,FALSE,0,0,142,lovin you,minnie riperton,TRWNFVQ128F42792A4,NA,223143,223.143,Lovin' You,minnie riperton,jazz,jazz
carl douglas,1975,"""Kung Fu Fighting""","""carl douglas""",TRUE,1,Sanctuary Records,1974-01-01,Sanctuary Records,1970,FALSE,15,FALSE,0,0,143,kung fu fighting,carl douglas,TRVCNDL128F9320C3A,Pop,197935,197.935,Kung Fu Fighting,carl douglas,Pop,pop
janis ian,1975,"""At Seventeen""","""janis ian""",TRUE,1,Columbia/Legacy,1975-03-01,Columbia; Legacy,1970,TRUE,20,FALSE,0,0,144,at seventeen,janis ian,TRBOCBJ12903D05DA0,Rock	Pop,283880,283.88,At Seventeen,janis ian,Rock	Pop,folk
average white band,1975,"""Pick Up the Pieces""","""average white band""",TRUE,2,Rhino Atlantic,1974,Rhino Atlantic,1970,TRUE,21,FALSE,1,1,145,pick up the pieces,average white band,TRJNDWX128F932DE05,NA,239908,239.908,Pick Up the Pieces,average white band,jazz,jazz
van mccoy,1975,"""The Hustle""","[""van mccoy"",""the soul city symphony""]",TRUE,1,AVCO Records Corp.,1975-01-01,AVCO Records Corp.,1970,FALSE,22,FALSE,0,0,146,the hustle,van mccoy,TRGAGTH12903C994AE,Pop,248222,248.222,The Hustle,van mccoy & the soul city symphony,Pop,pop
labelle,1975,"""Lady Marmalade""","""labelle""",TRUE,1,Epic,1974-09-13,Epic,1970,FALSE,23,FALSE,0,0,147,lady marmalade,labelle,TRMGUKP128F9305260,NA,237120,237.12,Lady Marmalade,labelle,jazz,pop
major harris,1975,"""Love Won't Let Me Wait""","""major harris""",TRUE,1,Rhino Atlantic,1974,Rhino Atlantic,1970,TRUE,25,FALSE,0,0,148,love wont let me wait,major harris,NA,NA,333093,333.093,Love Won't Let Me Wait,major harris,blues,pop
ozark mountain daredevils,1975,"""Jackie Blue""","""ozark mountain daredevils""",TRUE,1,A&M,1974,A&M,1970,FALSE,30,FALSE,0,0,149,jackie blue,ozark mountain daredevils,TRXFCGR128F4281541,NA,250120,250.12,Jackie Blue,ozark mountain daredevils,country,pop
pilot,1975,"""Magic""","""pilot""",TRUE,1,Parlophone UK,1974-01-01,Parlophone UK,1970,FALSE,32,FALSE,0,0,150,magic,pilot,TRUGVUA128F146D7EB,Rock,186333,186.333,Magic,pilot,Rock,pop
barry manilow,1975,"""Mandy""","""barry manilow""",TRUE,11,Arista/Legacy,1974,Arista; Legacy,1970,TRUE,36,TRUE,10,3.16227766016838,151,mandy,barry manilow,TRPRUPG128F425E1EF,Pop,213333,213.333,Mandy,barry manilow,Pop,pop
michael martin murphey,1975,"""Wildfire""","""michael martin murphey""",TRUE,1,Rhino/Elektra,1969,Rhino; Elektra,1970,TRUE,40,FALSE,0,0,152,wildfire,michael martin murphey,TRUBJHL128F933F0BC,NA,307866,307.866,Wildfire,michael martin murphey,country,country
the four seasons,1976,"""December, 1963 (Oh, What a Night)""","""the four seasons""",TRUE,2,Rhino,1975,Rhino,1970,TRUE,4,TRUE,1,1,153,december 1963 oh what a night,the four seasons,NA,NA,197146,197.146,"December, 1963 (Oh, What a Night)",the four seasons,NA,pop
wild cherry,1976,"""Play That Funky Music""","""wild cherry""",TRUE,1,Epic,1976,Epic,1970,FALSE,5,FALSE,0,0,154,play that funky music,wild cherry,TRVWROF128F425D72B,Rock	RnB,300000,300,Play That Funky Music,wild cherry,Rock	RnB,rock
the manhattans,1976,"""Kiss and Say Goodbye""","""the manhattans""",TRUE,2,Columbia/Legacy,1976,Columbia; Legacy,1970,TRUE,6,TRUE,1,1,155,kiss and say goodbye,the manhattans,TRWSXDR128F4272055,NA,266733,266.733,Kiss and Say Goodbye,the manhattans,vocal,pop
the miracles,1976,"""Love Machine""","""the miracles""",TRUE,1,Hip-O Select,1975,Hip-O Select,1970,FALSE,7,FALSE,0,0,156,love machine,the miracles,TRQYPAX128F932FB3B,RnB,181440,181.44,Love Machine,the miracles,RnB,pop
gary wright,1976,"""Love Is Alive""","""gary wright""",TRUE,3,Rhino/Warner Records,1975,Rhino; Warner Records,1970,TRUE,9,TRUE,2,1.4142135623731,157,love is alive,gary wright,NA,NA,230106,230.106,Love Is Alive,gary wright,pop rock,rock
walter murphy,1976,"""A Fifth of Beethoven""","[""walter murphy"",""the big apple band""]",TRUE,1,Private Stock Records,1976-10-31,Private Stock Records,1970,FALSE,10,FALSE,0,0,158,a fifth of beethoven,walter murphy,NA,NA,182533,182.533,A Fifth of Beethoven,walter murphy & the big apple band,NA,pop
hall,1976,"""Sara Smile""","[""hall"",""oates""]",TRUE,3,Buddha Records,1975,Buddha Records,1970,FALSE,11,TRUE,2,1.4142135623731,159,sara smile,hall,NA,NA,185293,185.293,Sara Smile,hall & oates,pop rock,pop
starland vocal band,1976,"""Afternoon Delight""","""starland vocal band""",TRUE,1,Primary Wave Music,1976-07-31,Primary Wave Music,1970,FALSE,12,FALSE,0,0,160,afternoon delight,starland vocal band,NA,NA,193040,193.04,Afternoon Delight,starland vocal band,country,pop
silver convention,1976,"""Fly, Robin, Fly""","""silver convention""",TRUE,2,Butterfly Productions,1975,Butterfly Productions,1970,FALSE,14,FALSE,1,1,161,fly robin fly,silver convention,NA,NA,230920,230.92,"Fly, Robin, Fly",silver convention,r&b,pop
andrea true connection,1976,"""More, More, More""","""andrea true connection""",TRUE,1,Legacy Recordings,1976,Legacy Recordings,1970,FALSE,17,FALSE,0,0,162,more more more,andrea true connection,TRMBSQR128F92DF66E,Pop,376866,376.866,"More, More, More",andrea true connection,Pop,pop
dorothy moore,1976,"""Misty Blue""","""dorothy moore""",TRUE,1,RCA/Legacy,1971,RCA; Legacy,1970,TRUE,19,FALSE,0,0,163,misty blue,dorothy moore,NA,NA,222400,222.4,Misty Blue,dorothy moore,blues,blues
the sylvers,1976,"""Boogie Fever""","""the sylvers""",TRUE,3,CAPITOL CATALOG MKT (C92),1975-08-20,CAPITOL CATALOG MKT (C92),1970,FALSE,20,TRUE,2,1.4142135623731,164,boogie fever,the sylvers,TRLTGLN12903CBEED8,Pop,211413,211.413,Boogie Fever,the sylvers,Pop,vocal
england dan,1976,"""I'd Really Love to See You Tonight""","[""england dan"",""john ford coley""]",TRUE,2,Rhino Atlantic,1976-07,Rhino Atlantic,1970,TRUE,21,TRUE,1,1,165,id really love to see you tonight,england dan,NA,NA,159106,159.106,I'd Really Love to See You Tonight,england dan & john ford coley,electronic,pop
hot chocolate,1976,"""You Sexy Thing""","""hot chocolate""",TRUE,2,Parlophone UK,1975,Parlophone UK,1970,FALSE,22,TRUE,1,1,166,you sexy thing,hot chocolate,TRTVFSX12903D0738A,Pop,244920,244.92,You Sexy Thing,hot chocolate,Pop,pop
nazareth,1976,"""Love Hurts""","""nazareth""",TRUE,1,A&M,1975-01-01,A&M,1970,FALSE,23,FALSE,0,0,167,love hurts,nazareth,NA,NA,233133,233.133,Love Hurts,nazareth,NA,rock
commodores,1976,"""Sweet Love""","""commodores""",TRUE,8,UNI/MOTOWN,1975-01-01,UNI; MOTOWN,1970,TRUE,27,TRUE,7,2.64575131106459,168,sweet love,commodores,TRGGEXL128F145EC1C,RnB	Jazz,393561,393.561,Sweet Love,commodores,RnB	Jazz,pop
maxine nightingale,1976,"""Right Back Where We Started From""","""maxine nightingale""",TRUE,2,Hypnotic,2008-01-01,Hypnotic,1970,FALSE,28,TRUE,1,1,169,right back where we started from,maxine nightingale,TRPKDRX128F932A35A,Rock,192266,192.266,Right Back Where We Started From,maxine nightingale,Rock,pop
rhythm heritage,1976,"""Theme from S.W.A.T.""","""rhythm heritage""",TRUE,1,Stax,1971,Stax,1970,FALSE,29,FALSE,0,0,170,theme from swat,rhythm heritage,TRVTYKB128EF350C73,RnB	Jazz,201493,201.493,Theme from S.W.A.T.,rhythm heritage,RnB	Jazz,jazz
lou rawls,1976,"""You'll Never Find Another Love Like Mine""","""lou rawls""",TRUE,1,Legacy Recordings,1976,Legacy Recordings,1970,FALSE,32,FALSE,0,0,171,youll never find another love like mine,lou rawls,TRPSCGK128F92CD67E,RnB,266200,266.2,You'll Never Find Another Love Like Mine,lou rawls,RnB,blues
starbuck,1976,"""Moonlight Feels Right""","""starbuck""",TRUE,1,Private Stock Records,1976-01-18,Private Stock Records,1970,FALSE,34,FALSE,0,0,172,moonlight feels right,starbuck,TRKGVFZ12903CAA7B7,Rock,221066,221.066,Moonlight Feels Right,starbuck,Rock,pop
the bellamy brothers,1976,"""Let Your Love Flow""","""the bellamy brothers""",TRUE,1,Curb Records,1976-07-01,Curb Records,1970,FALSE,36,FALSE,0,0,173,let your love flow,the bellamy brothers,NA,NA,196826,196.826,Let Your Love Flow,the bellamy brothers,country,country
vicki sue robinson,1976,"""Turn the Beat Around""","""vicki sue robinson""",TRUE,1,RCA/Legacy,1976-02-01,RCA; Legacy,1970,TRUE,38,FALSE,0,0,174,turn the beat around,vicki sue robinson,TREKDMJ128F930BC12,Pop,333826,333.826,Turn the Beat Around,vicki sue robinson,Pop,pop
eric carmen,1976,"""All by Myself""","""eric carmen""",TRUE,3,Capitol Records,1974-01-01,Capitol Records,1970,TRUE,40,TRUE,2,1.4142135623731,175,all by myself,eric carmen,TRHMXVQ128F92F37E1,Pop	Rock,430000,430,All by Myself,eric carmen,Pop	Rock,pop
andy gibb,1977,"""I Just Want to Be Your Everything""","""andy gibb""",TRUE,7,Andy Gibb,1977-09-09,Andy Gibb,1970,FALSE,2,TRUE,6,2.44948974278318,176,i just want to be your everything,andy gibb,NA,NA,225666,225.666,I Just Want to Be Your Everything,andy gibb,pop rock,pop
the emotions,1977,"""Best of My Love""","""the emotions""",TRUE,1,Legacy Recordings,1977-06-10,Legacy Recordings,1970,FALSE,3,FALSE,0,0,177,best of my love,the emotions,TRSUGEH128F930BBFE,RnB	Pop,220560,220.56,Best of My Love,the emotions,RnB	Pop,pop
hot,1977,"""Angel in Your Arms""","""hot""",TRUE,1,Atlantic Records,1977-09-15,Atlantic Records,1970,TRUE,5,FALSE,0,0,178,angel in your arms,hot,NA,NA,176573,176.573,Angel in Your Arms,hot,NA,pop
kenny nolan,1977,"""I Like Dreamin'""","""kenny nolan""",TRUE,2,StarVista Music,1977-01-01,StarVista Music,1970,FALSE,6,FALSE,1,1,179,i like dreamin,kenny nolan,NA,NA,213000,213,I Like Dreamin',kenny nolan,NA,pop
thelma houston,1977,"""Don't Leave Me This Way""","""thelma houston""",TRUE,1,UNI/MOTOWN,1976-01-01,UNI; MOTOWN,1970,TRUE,7,FALSE,0,0,180,dont leave me this way,thelma houston,TRMWMQX12903CC07B9,NA,217733,217.733,Don't Leave Me This Way,thelma houston,NA,pop
