primary_artist,Year,Title,artist_list,is_first_appearance,total_appearances,record_label,album_year,record_label_list,decade,is_major_label
the hollies,1972,"""Long Cool Woman in a Black Dress""","""the hollies""",FALSE,3,BMG Rights Management (US) LLC,1970-11-01,,1970s,FALSE
mouth,1972,"""How Do You Do""","[""mouth"",""macneal""]",TRUE,1,Geffen*,1996-01-01,,1970s,FALSE
neil diamond,1972,"""Song Sung Blue""","""neil diamond""",FALSE,9,Geffen,1972-07-15,,1970s,FALSE
america,1972,"""A Horse with No Name""","""america""",TRUE,4,Warner Records,1972,,1970s,TRUE
hot butter,1972,"""Popcorn""","""hot butter""",TRUE,1,J Records/Legacy,2001-11-07,,1970s,TRUE
the main ingredient,1972,"""Everybody Plays the Fool""","""the main ingredient""",TRUE,2,RCA Records Label,1996-04-30,,1970s,FALSE
climax,1972,"""Precious and Few""","""climax""",TRUE,1,Rocky Road Records,1972-06-22,,1970s,FALSE
the 5th dimension,1972,"""(Last Night) I Didn't Get to Sleep at All""","""the 5th dimension""",FALSE,2,Arista/Legacy,1972-02-19,,1970s,TRUE
the moody blues,1972,"""Nights in White Satin""","""the moody blues""",TRUE,1,UMC (Universal Music Catalogue),1967-11-10,,1970s,FALSE
raspberries,1972,"""Go All the Way""","""raspberries""",TRUE,1,Capitol Records,1972,,1970s,TRUE
cornelius brothers,1972,"""Too Late to Turn Back Now""","[""cornelius brothers"",""sister rose""]",FALSE,2,Capitol Records,1996-01-01,,1970s,TRUE
the o'jays,1972,"""Back Stabbers""","""the o'jays""",TRUE,6,Legacy/Epic Associated,1972-01-01,,1970s,TRUE
the osmonds,1972,"""Down by the Lazy River""","""the osmonds""",FALSE,3,Universal Records,1971-06-21,,1970s,FALSE
jonathan edwards,1972,"""Sunshine""","""jonathan edwards""",TRUE,1,Rhino/Elektra,1971,,1970s,TRUE
mel,1972,"""Starting All Over Again""","[""mel"",""tim""]",TRUE,1,Stax,1972-01-01,,1970s,FALSE
badfinger,1972,"""Day After Day""","""badfinger""",FALSE,2,EMI Catalogue,1970-01-09,,1970s,FALSE
elton john,1972,"""Rocket Man""","""elton john""",TRUE,28,UMC (Universal Music Catalogue),1970-04-10,,1970s,FALSE
michael jackson,1972,"""Rockin' Robin""","""michael jackson""",FALSE,26,Class & Rendezvous,1959,,1970s,FALSE
daniel boone,1972,"""Beautiful Sunday""","""daniel boone""",TRUE,1,RKO Music,2013-03-31,,1970s,FALSE
dennis coffey,1972,"""Scorpio""","""dennis coffey""",TRUE,1,Clarence Avant Catalog,1971-11-06,,1970s,FALSE
cat stevens,1972,"""Morning Has Broken""","""cat stevens""",FALSE,3,UMC (Universal Music Catalogue),1970-04-24,,1970s,FALSE
arlo guthrie,1972,"""City of New Orleans""","""arlo guthrie""",TRUE,1,Rising Son Records,1975-09-30,,1970s,FALSE
ricky nelson,1972,"""Garden Party""","""ricky nelson""",TRUE,1,Geffen,1972,,1970s,FALSE
johnny nash,1972,"""I Can See Clearly Now""","""johnny nash""",TRUE,2,Epic,1972,,1970s,FALSE
elvis presley,1972,"""Burning Love""","""elvis presley""",FALSE,3,RCA/Legacy,1973-07-16,,1970s,TRUE
betty wright,1972,"""Clean Up Woman""","""betty wright""",TRUE,1,Rhino Atlantic,1972,,1970s,TRUE
argent,1972,"""Hold Your Head Up""","""argent""",TRUE,1,Epic,1971,,1970s,FALSE
the chakachas,1972,"""Jungle Fever""","""the chakachas""",TRUE,1,AVCO Records Corp.,1972-01-01,,1970s,FALSE
bread,1972,"""Everything I Own""","""bread""",FALSE,4,Elektra Records,1972,,1970s,FALSE
the dramatics,1972,"""In the Rain""","""the dramatics""",FALSE,2,Stax,1971,,1970s,FALSE
al green,1972,"""Look What You Done for Me""","""al green""",FALSE,6,Fat Possum,1972-10-23,,1970s,FALSE
donna fargo,1972,"""The Happiest Girl in the Whole U.S.A.""","""donna fargo""",TRUE,2,Mercury Nashville,1986-01-01,,1970s,FALSE
t. rex,1972,"""Bang a Gong (Get it On)""","""t. rex""",TRUE,1,Rhino/Warner Records,1971-09-24,,1970s,TRUE
paul simon,1972,"""Mother and Child Reunion""","""paul simon""",TRUE,5,Legacy Recordings,1972-01-14,,1970s,FALSE
roberta flack,1972,"""Where Is the Love""","[""roberta flack"",""donny hathaway""]",FALSE,6,Rhino Atlantic,1972,,1970s,TRUE
al green,1972,"""I'm Still in Love with You""","""al green""",FALSE,6,Fat Possum,1972-10-23,,1970s,FALSE
derek and the dominos,1972,"""Layla""","""derek and the dominos""",TRUE,1,Universal Music Group International,1970-11-01,,1970s,FALSE
aretha franklin,1972,"""Day Dreaming""","""aretha franklin""",FALSE,9,Rhino Atlantic,1968-06-14,,1970s,TRUE
cher,1972,"""The Way of Love""","""cher""",FALSE,10,Geffen,1971-01-01,,1970s,FALSE
three dog night,1972,"""Black and White""","""three dog night""",FALSE,7,Warner Records,1967-08-28,,1970s,TRUE
dr. hook,1972,"""Sylvia's Mother""","[""dr. hook"",""the medicine show""]",TRUE,8,Columbia,1972,,1970s,FALSE
the carpenters,1972,"""Hurting Each Other""","""the carpenters""",FALSE,11,A&M,1972,,1970s,FALSE
harry nilsson,1972,"""Coconut""","""harry nilsson""",FALSE,2,RCA Records Label,1971,,1970s,FALSE
donny osmond,1972,"""Puppy Love""","""donny osmond""",FALSE,5,Universal Records,1972-05-27,,1970s,FALSE
jim croce,1972,"""You Don't Mess Around with Jim""","""jim croce""",TRUE,4,Croce Music Publishing,1966-01-01,,1970s,FALSE
commander cody,1972,"""Hot Rod Lincoln""","[""commander cody"",""his lost planet airmen""]",TRUE,1,Geffen,1971-11-01,,1970s,FALSE
sonny,1972,"""A Cowboy's Work Is Never Done""","[""sonny"",""cher""]",TRUE,1,CM BLUE NOTE (A92),1962-01-01,,1970s,FALSE
apollo 100,1972,"""Joy""","""apollo 100""",TRUE,1,Gulf Coast Records,1972-08-08,,1970s,FALSE
carly simon,1972,"""Anticipation""","""carly simon""",FALSE,6,Rhino/Elektra,1971-11,,1970s,TRUE
three dog night,1972,"""Never Been to Spain""","""three dog night""",FALSE,7,Three Dog Night,1971,,1970s,FALSE
charley pride,1972,"""Kiss an Angel Good Mornin'""","""charley pride""",TRUE,1,RCA/Legacy,1971-11-01,,1970s,TRUE
alice cooper,1972,"""School's Out""","""alice cooper""",TRUE,6,Rhino/Warner Records,1972,,1970s,TRUE
chicago,1972,"""Saturday in the Park""","""chicago""",FALSE,15,Rhino,1972-07-10,,1970s,TRUE
joe simon,1972,"""Drowning in the Sea of Love""","""joe simon""",TRUE,3,Ace Records,1972-01-01,,1970s,FALSE
bill withers,1972,"""Use Me""","""bill withers""",FALSE,3,Columbia/Legacy,1972-05-01,,1970s,TRUE
sly,1972,"""Family Affair""","[""sly"",""the family stone""]",FALSE,3,Epic/Legacy,1971-11-01,,1970s,TRUE
the jimmy castor bunch,1972,"""Troglodyte (Cave Man)""","""the jimmy castor bunch""",TRUE,1,Legacy Recordings,1972-03-04,,1970s,FALSE
redbone,1972,"""The Witch Queen of New Orleans""","""redbone""",TRUE,2,Legacy Recordings,1971-12-22,,1970s,FALSE
curtis mayfield,1972,"""Freddie's Dead""","""curtis mayfield""",TRUE,2,Rhino,1972-07-01,,1970s,TRUE
joe simon,1972,"""Power of Love""","""joe simon""",FALSE,3,Ace Records,1973-01-01,,1970s,FALSE
jerry butler,1972,"""Ain't Understanding Mellow""","[""jerry butler"",""brenda lee eager""]",TRUE,1,Mercury Records,1968-11-01,,1970s,FALSE
harry chapin,1972,"""Taxi""","""harry chapin""",TRUE,2,Rhino/Elektra,1972,,1970s,TRUE
beverly bremers,1972,"""Don't Say You Don't Remember""","""beverly bremers""",TRUE,1,Coast To Coast Records,1972-07-25,,1970s,FALSE
bobby vinton,1972,"""Sealed with a Kiss""","""bobby vinton""",TRUE,1,Epic/Legacy,1972-07-01,,1970s,TRUE
todd rundgren,1972,"""I Saw the Light""","""todd rundgren""",TRUE,2,Rhino,1972,,1970s,TRUE
sailcat,1972,"""Motorcycle Mama""","""sailcat""",TRUE,1,Legacy Recordings,1971,,1970s,FALSE
original cast of godspell,1972,"""Day by Day""","""original cast of godspell""",TRUE,1,Masterworks Broadway,1995-03-06,,1970s,FALSE
yes,1972,"""Roundabout""","""yes""",TRUE,2,Rhino Atlantic,1971-11-12,,1970s,TRUE
jackson browne,1972,"""Doctor My Eyes""","""jackson browne""",TRUE,4,Rhino/Elektra,1972-01-01,,1970s,TRUE
the new seekers,1972,"""I'd Like to Teach the World to Sing (In Perfect Harmony)""","""the new seekers""",FALSE,2,K-Tel,1997-02-01,,1970s,FALSE
don mclean,1972,"""Vincent""","""don mclean""",FALSE,3,Capitol Records,1971,,1970s,TRUE
the detroit emeralds,1972,"""Baby Let Me Take You (In My Arms)""","""the detroit emeralds""",TRUE,1,Westbound Records,1972-01-31,,1970s,FALSE
rick springfield,1972,"""Speak to the Sky""","""rick springfield""",TRUE,5,CAPITOL CATALOG MKT (C92),1972-08-08,,1970s,FALSE
the hillside singers,1972,"""I'd Like to Teach the World to Sing (In Perfect Harmony)""","""the hillside singers""",TRUE,1,Metromedia Records,1971-11-22,,1970s,FALSE
love unlimited,1972,"""Walkin' in the Rain with the One I Love""","""love unlimited""",TRUE,1,Geffen,1972-01-01,,1970s,FALSE
james brown,1972,"""Get on the Good Foot""","""james brown""",TRUE,2,Universal Records,1972-11-20,,1970s,FALSE
the isley brothers,1972,"""Pop That Thang""","""the isley brothers""",TRUE,4,Epic/Legacy,1972-08-21,,1970s,TRUE
tony orlando,1973,"""Tie a Yellow Ribbon Round the Ole Oak Tree""","[""tony orlando"",""dawn""]",FALSE,4,Arista,1973,,1970s,FALSE
jim croce,1973,"""Bad, Bad Leroy Brown""","""jim croce""",FALSE,4,R2M,1973-07-01,,1970s,FALSE
roberta flack,1973,"""Killing Me Softly with His Song""","""roberta flack""",FALSE,6,Atlantic Records,1973-01-01,,1970s,TRUE
marvin gaye,1973,"""Let's Get It On""","""marvin gaye""",FALSE,5,Motown,1973-08-28,,1970s,FALSE
paul mccartney,1973,"""My Love""","[""paul mccartney"",""wings""]",FALSE,13,Whirlin Disc,1956-03-01,,1970s,FALSE
kris kristofferson,1973,"""Why Me""","""kris kristofferson""",TRUE,1,Legacy Recordings,1972-11-01,,1970s,FALSE
elton john,1973,"""Crocodile Rock""","""elton john""",FALSE,28,EMI,1973-01-22,,1970s,FALSE
billy preston,1973,"""Will It Go Round in Circles""","""billy preston""",FALSE,4,A&M,1971-01-01,,1970s,FALSE
carly simon,1973,"""You're So Vain""","""carly simon""",FALSE,6,Rhino/Elektra,1972,,1970s,TRUE
diana ross,1973,"""Touch Me in the Morning""","""diana ross""",FALSE,13,UNI/MOTOWN,1973-06-22,,1970s,TRUE
vicki lawrence,1973,"""The Night the Lights Went Out in Georgia""","""vicki lawrence""",TRUE,1,GME LLC,1973-01-01,,1970s,FALSE
clint holmes,1973,"""Playground in My Mind""","""clint holmes""",TRUE,1,Epic/Legacy,1973-04-20,,1970s,TRUE
stories,1973,"""Brother Louie""","""stories""",TRUE,1,Legacy Recordings,1973,,1970s,FALSE
helen reddy,1973,"""Delta Dawn""","""helen reddy""",FALSE,7,Legacy Recordings,1972-04-19,,1970s,FALSE
billy paul,1973,"""Me and Mrs. Jones""","""billy paul""",TRUE,1,Epic/Legacy,1972-10-25,,1970s,TRUE
the edgar winter group,1973,"""Frankenstein""","""the edgar winter group""",TRUE,2,Epic,1972-11-30,,1970s,FALSE
dobie gray,1973,"""Drift Away""","""dobie gray""",TRUE,1,Geffen,1973-01-01,,1970s,FALSE
sweet,1973,"""Little Willy""","""sweet""",TRUE,4,Monument/Legacy,1970-01-01,,1970s,TRUE
stevie wonder,1973,"""You Are the Sunshine of My Life""","""stevie wonder""",FALSE,18,Motown,1972-10-28,,1970s,FALSE
cher,1973,"""Half-Breed""","""cher""",FALSE,10,Geffen,1973-01-01,,1970s,FALSE
the isley brothers,1973,"""That Lady""","""the isley brothers""",FALSE,4,Epic/Legacy,1973-08-21,,1970s,TRUE
sylvia robinson,1973,"""Pillow Talk""","""sylvia robinson""",TRUE,1,Rhino,1996-08-20,,1970s,TRUE
grand funk railroad,1973,"""We're an American Band""","""grand funk railroad""",TRUE,3,Capitol Records,1973,,1970s,TRUE
dr. john,1973,"""Right Place Wrong Time""","""dr. john""",TRUE,1,Rhino/Elektra,1973,,1970s,TRUE
skylark,1973,"""Wildflower""","""skylark""",TRUE,1,EMI Music Special Markets,1996-01-01,,1970s,FALSE
stevie wonder,1973,"""Superstition""","""stevie wonder""",FALSE,18,Motown,1972-10-28,,1970s,FALSE
paul simon,1973,"""Loves Me Like a Rock""","""paul simon""",FALSE,5,Legacy Recordings,1973-05-05,,1970s,FALSE
maureen mcgovern,1973,"""The Morning After""","""maureen mcgovern""",TRUE,1,Polydor Records,1984-01-01,,1970s,FALSE
john denver,1973,"""Rocky Mountain High""","""john denver""",FALSE,6,RCA/Legacy,1972-09-15,,1970s,TRUE
stealers wheel,1973,"""Stuck in the Middle with You""","""stealers wheel""",TRUE,1,UMC (Universal Music Catalogue),1972-01-01,,1970s,FALSE
three dog night,1973,"""Shambala""","""three dog night""",FALSE,7,Three Dog Night,1973,,1970s,FALSE
the o'jays,1973,"""Love Train""","""the o'jays""",FALSE,6,Legacy/Epic Associated,1972-01-01,,1970s,TRUE
barry white,1973,"""I'm Gonna Love You Just a Little More Baby""","""barry white""",TRUE,3,Island Def Jam,1973-01-01,,1970s,FALSE
tony orlando,1973,"""Say, Has Anybody Seen My Sweet Gypsy Rose""","[""tony orlando"",""dawn""]",FALSE,4,Arista,1973,,1970s,FALSE
eddie kendricks,1973,"""Keep on Truckin'""","""eddie kendricks""",TRUE,3,UNI/MOTOWN,1973-01-01,,1970s,TRUE
anne murray,1973,"""Danny's Song""","""anne murray""",FALSE,8,EMI Music Canada,1973,,1970s,FALSE
king harvest,1973,"""Dancing in the Moonlight""","""king harvest""",TRUE,1,Darbo Music LLC,1972-03-01,,1970s,FALSE
bobby 'boris' pickett,1973,"""Monster Mash""","""bobby 'boris' pickett""",TRUE,1,Decca Music Group Ltd.,1962,,1970s,FALSE
bloodstone,1973,"""Natural High""","""bloodstone""",TRUE,1,Warner Music Group - X5 Music Group,1972-09-15,,1970s,FALSE
seals,1973,"""Diamond Girl""","[""seals"",""crofts""]",TRUE,2,Rhino/Warner Records,1973,,1970s,TRUE
the doobie brothers,1973,"""Long Train Runnin'""","""the doobie brothers""",TRUE,3,Warner Records,1973,,1970s,TRUE
george harrison,1973,"""Give Me Love (Give Me Peace on Earth)""","""george harrison""",FALSE,4,BMG Rights Management (US) LLC,1970-11-20,,1970s,FALSE
sly,1973,"""If You Want Me to Stay""","[""sly"",""the family stone""]",FALSE,3,Epic/Legacy,1973-06-30,,1970s,TRUE
jermaine jackson,1973,"""Daddy's Home""","""jermaine jackson""",TRUE,3,UNI/MOTOWN,1972-01-01,,1970s,TRUE
gladys knight,1973,"""Neither One of Us (Wants to Be the First to Say Goodbye)""","[""gladys knight"",""the pips""]",FALSE,7,UNI/MOTOWN,1973,,1970s,TRUE
new york city,1973,"""I'm Doin' Fine Now""","""new york city""",TRUE,1,Crimson,1973,,1970s,FALSE
the spinners,1973,"""Could It Be I'm Falling in Love""","""the spinners""",FALSE,7,Rhino Atlantic,1973,,1970s,TRUE
elton john,1973,"""Daniel""","""elton john""",FALSE,28,EMI,1973-01-22,,1970s,FALSE
gladys knight,1973,"""Midnight Train to Georgia""","[""gladys knight"",""the pips""]",FALSE,7,Legacy Recordings,1973,,1970s,FALSE
deep purple,1973,"""Smoke on the Water""","""deep purple""",TRUE,1,Rhino/Warner Records,1972-03-25,,1970s,TRUE
dr. hook,1973,"""The Cover of ""Rolling Stone""""","[""dr. hook"",""the medicine show""]",FALSE,8,Columbia,1972,,1970s,FALSE
charlie rich,1973,"""Behind Closed Doors""","""charlie rich""",TRUE,3,Epic/Legacy,1970,,1970s,TRUE
loggins,1973,"""Your Mama Don't Dance""","[""loggins"",""messina""]",TRUE,1,Columbia/Legacy,1971,,1970s,TRUE
chicago,1973,"""Feelin' Stronger Every Day""","""chicago""",FALSE,15,Rhino,1973-06-25,,1970s,TRUE
war,1973,"""The Cisco Kid""","""war""",FALSE,7,Avenue Records,1972-11-01,,1970s,FALSE
paul mccartney,1973,"""Live and Let Die""","[""paul mccartney"",""wings""]",FALSE,13,Paul McCartney Catalog,1973-04-30,,1970s,FALSE
hurricane smith,1973,"""Oh, Babe, What Would You Say?""","""hurricane smith""",TRUE,1,LaFace Records,2008-05-23,,1970s,FALSE
johnnie taylor,1973,"""I Believe in You (You Believe in Me)""","""johnnie taylor""",TRUE,2,Stax,1973-01-01,,1970s,FALSE
the carpenters,1973,"""Sing""","""the carpenters""",FALSE,11,A&M,1973-05-01,,1970s,FALSE
the four tops,1973,"""Ain't No Woman (Like the One I've Got)""","""the four tops""",FALSE,2,Motown,1965,,1970s,FALSE
eric weissberg,1973,"""Dueling Banjos""","[""eric weissberg"",""steve mandell""]",TRUE,1,Rhino/Warner Records,1973,,1970s,TRUE
stevie wonder,1973,"""Higher Ground""","""stevie wonder""",FALSE,18,Motown,1973-08-03,,1970s,FALSE
al green,1973,"""Here I Am (Come and Take Me)""","""al green""",FALSE,6,Fat Possum,1973,,1970s,FALSE
b.w. stevenson,1973,"""My Maria""","""b.w. stevenson""",TRUE,1,RCA Victor/Legacy,1973-07-19,,1970s,TRUE
curtis mayfield,1973,"""Superfly""","""curtis mayfield""",FALSE,2,Rhino,1972-07-01,,1970s,TRUE
edward bear,1973,"""Last Song""","""edward bear""",TRUE,1,Universal Music Canada – Catalog (Domestic),1973-01-20,,1970s,FALSE
gilbert o'sullivan,1973,"""Get Down""","""gilbert o'sullivan""",FALSE,3,Union Square Music,1973-01-01,,1970s,FALSE
steely dan,1973,"""Reelin' in the Years""","""steely dan""",TRUE,6,Geffen,1972-11-01,,1970s,FALSE
focus,1973,"""Hocus Pocus""","""focus""",TRUE,1,Red Bullet,1971,,1970s,FALSE
the carpenters,1973,"""Yesterday Once More""","""the carpenters""",FALSE,11,A&M,1973-05-01,,1970s,FALSE
bette midler,1973,"""Boogie Woogie Bugle Boy""","""bette midler""",TRUE,5,Rhino Atlantic,1972,,1970s,TRUE
gilbert o'sullivan,1973,"""Clair""","""gilbert o'sullivan""",FALSE,3,Salvo,1972-01-01,,1970s,FALSE
steely dan,1973,"""Do It Again""","""steely dan""",FALSE,6,Geffen,1972-11-01,,1970s,FALSE
paul simon,1973,"""Kodachrome""","""paul simon""",FALSE,5,Legacy Recordings,1973-05-05,,1970s,FALSE
timmy thomas,1973,"""Why Can't We Live Together""","""timmy thomas""",TRUE,1,Rhino Atlantic,1972,,1970s,TRUE
bette midler,1973,"""Do You Want To Dance?""","""bette midler""",FALSE,5,Rhino Atlantic,1972,,1970s,TRUE
tower of power,1973,"""So Very Hard to Go""","""tower of power""",TRUE,1,Warner Records,1973-05-01,,1970s,TRUE
johnny rivers,1973,"""Rockin' Pneumonia and the Boogie Woogie Flu""","""johnny rivers""",TRUE,2,CAPITOL CATALOG MKT (C92),1972-04-09,,1970s,FALSE
the allman brothers band,1973,"""Ramblin' Man""","""the allman brothers band""",TRUE,1,Mercury Records,1989-06-20,,1970s,FALSE
the temptations,1973,"""Masterpiece""","""the temptations""",FALSE,5,UNI/MOTOWN,1973,,1970s,TRUE
helen reddy,1973,"""Peaceful""","""helen reddy""",FALSE,7,Capitol Records,1972,,1970s,TRUE
the spinners,1973,"""One of a Kind (Love Affair)""","""the spinners""",FALSE,7,Rhino Atlantic,1973,,1970s,TRUE
donna fargo,1973,"""Funny Face""","""donna fargo""",FALSE,2,Capitol Records,1979-01-01,,1970s,TRUE
ohio players,1973,"""Funky Worm""","""ohio players""",TRUE,4,Westbound Records,1972-12-01,,1970s,FALSE
the rolling stones,1973,"""Angie""","""the rolling stones""",FALSE,6,Polydor Records,1973-08-31,,1970s,FALSE
blue ridge rangers,1973,"""Jambalaya (On the Bayou)""","""blue ridge rangers""",TRUE,1,Mercury Nashville,1954-09-01,,1970s,FALSE
lobo,1973,"""Don't Expect Me to Be Your Friend""","""lobo""",FALSE,2,Rhino Atlantic,1972,,1970s,TRUE
the stylistics,1973,"""Break Up to Make Up""","""the stylistics""",FALSE,4,"Amherst Records, Inc.",1976-10-22,,1970s,FALSE
jud strunk,1973,"""Daisy a Day""","""jud strunk""",TRUE,1,Columbia Nashville Legacy,1970-02-24,,1970s,FALSE
deodato,1973,"""Also Sprach Zarathustra (2001)""","""deodato""",TRUE,1,Deutsche Grammophon (DG),1995-01-01,,1970s,FALSE
johnny nash,1973,"""Stir It Up""","""johnny nash""",FALSE,2,Epic,1972,,1970s,FALSE
pink floyd,1973,"""Money""","""pink floyd""",TRUE,2,Pink Floyd Records,1973-03-01,,1970s,FALSE
war,1973,"""Gypsy Man""","""war""",FALSE,7,Avenue Records,1973-08-01,,1970s,FALSE
war,1973,"""The World Is a Ghetto""","""war""",FALSE,7,Avenue Records,1972-11-01,,1970s,FALSE
the pointer sisters,1973,"""Yes We Can Can""","""the pointer sisters""",TRUE,8,Geffen,1973-01-01,,1970s,FALSE
the edgar winter group,1973,"""Free Ride""","""the edgar winter group""",FALSE,2,Epic,1972-11-30,,1970s,FALSE
david bowie,1973,"""Space Oddity""","""david bowie""",TRUE,5,Parlophone UK,1969-11-04,,1970s,FALSE
albert hammond,1973,"""It Never Rains in Southern California""","""albert hammond""",TRUE,1,Legacy Recordings,1972-08-16,,1970s,FALSE
donny osmond,1973,"""The Twelfth of Never""","""donny osmond""",FALSE,5,Universal Records,1972-05-27,,1970s,FALSE
the temptations,1973,"""Papa Was a Rollin' Stone""","""the temptations""",FALSE,5,UNI/MOTOWN,2000-01-11,,1970s,TRUE
barbra streisand,1974,"""The Way We Were""","""barbra streisand""",TRUE,10,Columbia,1974-01,,1970s,FALSE
terry jacks,1974,"""Seasons in the Sun""","""terry jacks""",TRUE,1,Arista/Legacy,1974-01-01,,1970s,TRUE
love unlimited orchestra,1974,"""Love's Theme""","""love unlimited orchestra""",TRUE,1,Mercury Records,1974-02-01,,1970s,FALSE
redbone,1974,"""Come and Get Your Love""","""redbone""",FALSE,2,Epic/Legacy,1973-11-01,,1970s,TRUE
the jackson 5,1974,"""Dancing Machine""","""the jackson 5""",FALSE,7,UNI/MOTOWN,1974-09-05,,1970s,TRUE
grand funk railroad,1974,"""The Loco-Motion""","""grand funk railroad""",FALSE,3,Capitol Records,1970,,1970s,TRUE
mfsb,1974,"""TSOP (The Sound of Philadelphia)""","""mfsb""",TRUE,1,Legacy Recordings,1973-12-01,,1970s,FALSE
ray stevens,1974,"""The Streak""","""ray stevens""",FALSE,3,Barnaby Records,1974-01-01,,1970s,FALSE
elton john,1974,"""Bennie and the Jets""","""elton john""",FALSE,28,UMC (Universal Music Catalogue),1973-10-05,,1970s,FALSE
mac davis,1974,"""One Hell of a Woman""","""mac davis""",FALSE,2,Columbia/Legacy,1974-02-27,,1970s,TRUE
aretha franklin,1974,"""Until You Come Back to Me (That's What I'm Gonna Do)""","""aretha franklin""",FALSE,9,Rhino Atlantic,1968-06-14,,1970s,TRUE
kool,1974,"""Jungle Boogie""","[""kool"",""the gang""]",TRUE,13,Island Mercury,1973-09,,1970s,FALSE
maria muldaur,1974,"""Midnight at the Oasis""","""maria muldaur""",TRUE,1,Rhino/Warner Records,1973,,1970s,TRUE
